en,bho
Sorry that I cannot work according to you.,माफ़ करीं पर हम राऊर हिसाब से काम न कर सक तानि ।
Is any one there ?,का उहाँ केहू बा?
Which do you want?,तु का चाहत हउअ ?
What can prevent us getting married ?,का शादी कईला से रोक सकेला ?
I announced the meeting.,हम बैठक क बता देहले हईं।
I had to purchase books.,हम किताब खरीदले रहलीं।
"You are being used just to win a bet of hundred rupees, your emotions are being played with.","मतलब सौ रुपया की एगो शर्त जीते खातिर तोहारा के प्रयोग करत बा, तोहरी जज्बात से खेल रहल बा ।"
He didn't just fly away.,"ऊ उड़ी के त ना चल गयल हव,"
How many famous places have you seen?,तु केतना प्रसिध जगहि देख चुकल हउअ ?
"It's just the sort of thing you do 1 00 times with a child you know, in a park or in the street.","बस ममूली चीज जवन तू एगो लइका के संहे 100 बेर करत हवा...तुहके पता हव, कवनो पारक चाहे गली में।"
She will have to give her something for the fever.,ओके बुखार खातिन कुछ देवे के होई
Is Sindhi language also being taught in your university ?,का तोहरे विश्वविध्यालय मे भी सिंधी भाषा पढावल जाले ?
I like some modern music.,हमके कुछ नया संगीत नीक लगऽल।
I will not be able to see any horror movie.,हम कौनो भुतहा फिल्म नाई देख पाइऽब।
"Come on, Brian.",बरायन चला।
This is the book that I bought in London.,इहे किताब हम लंदन में खरिदली।
Papa?,पापा?
What are the two disadvantages of travelling by sea?,समुद्र में यात्रा क दुई नुकसान का हऽ।
"After all bauji is my father, he has always thought about my happiness.",आखिर बाबुजी हमार बाप हवअ उ हरदम हमरा खुशी के बारे में सोचले हवअ ।
Did you come early ?,का तु जळी अइल ?
Do you work much ?,का तु ढेर काम करब ??
How many worshippers will do work for god?,केतना पुजारी भगवान खातिर काम करिहे ।
No other democracy in the world is as large as India.,विश्व में कवनो प्रजातंत्र एतना बड़ा ना ह जेतना कि भारत के ।
Why did everyone laugh?,काहें सब हंसत रहऽल।
We are the last of the Emishi. It's 500 years since the Emperor destroyed our tribe... and drove the remnants of our people to the east.,500 साल से जादा भिकाडो हमके ए देश में चलवले के बाद चल गयल।
Of course I doubt they'll toss up any roadblocks for that.,"बेशक, शायद उ हाय-तोबा मचावे।"
You three hurry back home and be quick about it. All right.,तु वापस घरे जा।
What a pity you did not come !,का तु लजात नाही बाढअ !
"Anyways this is my first Karwachauth, he doesn ` t needs to get so upset.",वइसे भी इ त हमार पहिला करवाचौथ हऽ न इनके एतना परेसान भईला क का जरुरत ।
You son-of-a-bitch!,आप दामाद की एक कुतिया!
I won't tell anyone where you're from.,इ आप क चाउर ल।
I owe her 50 lire.,हमके ओके 50 लीरा देवें के हव ।
Will they have to cancel the match?,का ऊ लोग मैच के निरस्त कर देले होई?
"Let's move it, now!","चला अब, ई दो कदम!"
Will he surely get good marks?,का निश्चित रूप से उनका के अच्छा नंबर मिली?
This ground is soft.,ई जमीन नरम बा।
I talked to him.,हम ओसे बतियइलीं।
He takes bets with his boys - as to what sex the child will be.,उ अपने साथियों के संहे दाँव लगत हव की बच्चे का सेक्स का होई
I'm his lieutenant.,हम ओकर लफटीनंट हईं।
We witnessed it in Sindhunagar also.,हमनी सिन्धुनगर में भी ई देखले बानि ।
It's better here.,ई बेहतर हव।
They say it has no memory.,ऊ कहलँ एकर कवनो इयादी ना होत।
I would like to get this job done in a hurry but I think it will take a long time.,हमके नौकरी जल्दीए चाही पर सोचे खातिर हम समय लेब।
"See, Ricci... to do this job, you've got to be very intelligent.","देखा, रिच्ची......ई नोकरी करअ खातिन बहुत बुधमानी चाही।"
He's the little one with the hat.,ऊ एगो छोटे से टोपी के संहे हवँ।
Once a holy man visited his city.,एक बार एगो साधू आदमी शहर घूमे अईलन।
Don't give hush money!,चुपचाप पइसा मत दिऽह।
Just wait till you see it.,जबले देख ना लिहा तबले इंतजार करा।
We had gone.,हमहन क चल गईल रहली जा ।
We went early to the circus.,हमहन क हाली से सरकस गइली ।
What would you like to drink ?,तु पियले मे का पसन्द करब ?
Nothing left but some damn rocks on a windowsill.,कुछ ना बचल खाली - खिड़की पर कुछ पाथर के।
"When I had come here, they were all washing their utensils, they must have pushed it.",हम जब यहां आए न त उ सब यहाँ वर्तन द्गोवत रहलीस उहे कुल ढकेल देहले होइहंसअ ।
Where can I watch foreign movies ?,हम विदेशी फिल्म कहां देख सकी ल।
"Brother-in-law will sit there mummy, this seat is for his brothers and friends.",जीजा त उहा बैठवे करीहअ माई इ सीट त उनकी भाई –वधु खातिर बा
They will not be working.,ऊ लोग काम न करी।
Do not give this new shirt to him.,येह खबर के समाचार उनका के मत दिहअ।
"You go, we go.","तू जा, हम चलली।"
I love you!,हम तोहसे प्यार करीऽल।
Can you bring a glass of water for me?,का तु हमरे खरतिन एक गिलास पानी ला सकलअ ?
"She's fucking this prick, see this golf pro, but she's married to some other guy.","ऊ ओ कमीने, गोलफ खेलाड़ी, से चोदवावत रहल। लेकिन ऊ कवनो दुसरे मनई क बिअहुती रहलि।"
They are using him to free load.,ऊ ओकर मुफुत में इस्तेमाल करत हवँ।
And prisons never prevent love.,आ जेल कबो प्यार न रोकेला ।
This is the history of Udhaigarh written over centuries.,उदयगढ़ क इतिहास - गाथा सदिअन पहिले लिखल जा चुकल हव।
"If I don't get it back, I'll break his head.","अगर हमके ई वापस ना मिलत हव, हम ओकर सिर तोरि देब।"
Ram has two houses.,राम के दुई घर हऽ।
Moriro realized that his brothers had not returned at their usual time.,मोरिरो के लगल कि ओकर भाई जवन समय पर आवऽल नाई आइल।
"You do it like this, it'll open up in a fire, you'll get burned and die.",तू जलादिहल जइबा अउर मार जात हवा आप एके इ तरह करत हव ये आग मे खोल देबे।
Mice with matches.,मंचो के संहे चुहा।
"This winter, I will take him to the mountain.","येह सरदी, हम एके पहाड़े पे ले जाइब।"
I shall remain where I am.,हम कहां हई हम कहां रहऽब।
Ram eats apples and bananas too.,राम सेब खाऽत और केरा भी।
They were Rita's friends.,उ सब रेीता क दोस्त हवें ।
What do you know about home expenses ?,तु घर के खर्चा के बारे में का जानला?
Kalabhairava?,काल भैरव?
Kongstrup and I were so sure you were happy here.,काँगस्टरप अउर हमें यकीन रहल की तू इहाँ खुस रहबा।
Marry arrived exhausted at the party.,मैरी पहुंचल पार्टी में थक गइल।
You are paying less attention to your studies than you used to do.,तु कम धियान देत हवा जेतना तु अपने पढ़ाई पर धियान देवल करत रहला ।
Will you ask me?,का तु हमसे पुछब ?
I cannot approve of it.,हम ऐके मंजूरी नाई दे सकीऽल।
A potrait of Mahatama Gandhi hangs on the wall.,महात्मा गांधी क तस्वीर दिवाल पे लग ल बा।
English is spoken all over the world.,अङ्ग्रेजी दुनिया भर में बोलल जावे ल ।
I have made you the strongest.,हम आपके सबले मजबूत बनाइ दिहले हईं।
Thank you!,धन्नबाद।
When will you write the essay ?,तु कब निबन्ध लिखब ?
Leave Nell and I to toil alone.,नेल और हमके काम करे खातिर अकेला छोड़ द।
We will not climb a mountain.,हमहन क एगो पहाडे प चढे ना जाईल जाई । ।
Does she work?,का उ काम करत हई ?
What happened then I don't know.,तब का भइऽल हम नाई जानीऽल।
Perfect for a child.,एगो लइका खातिन बेलकुल सही।
I had completed my work.,हम आपन काम पूरा गई भइलीं।
It's really pretty outside.,सच्चो में बहरे सुन्नर हव।
I read it.,हम पढ़ले हईं।
Ram has given the book.,राम किताब दे देहले हऽ।
You ran fast.,तु तेज भागअ।
"The robbers can fire seeing your uniform , I will go inside and bring the lady back , sir!",तोहार बर्दी के देखके डाकू गोली चला सकेलंसअ हम जाके मेहरारु के वापास ले आवत हई साहब
How can I love you ?,हम तोहसे कइसे प्यार करीऽल।
I have taught you many things.,हम तोहके बहुत कुछ सिखइलीं।
I have to meet them.,हमके उ लोगन से मिलेक होई।
It's lunch time.,ई दीपहर के भोजन के समय हवे।
Does she help him ?,का उ हमार मदत करत हई ?
There are many books in my house.,हमरे घरे बड़ा किताब हऽ।
Mrs. Smith is the wisest member of the family and of her four daughters Jane is the prettiest.,मिसेस स्मिथ परिवार क सबसे समझदार सदस्य हऽ और उनके चार लइकिन हऽ जवने में जेन सबले सुन्नर हऽ।
Teacher is writing on the board.,गुरुजी बोर्ड पर लिखत हवें।
"He's right! If you stay and fight, you'll die like rats.","आपके रहअ खातिन अउर लड़अ के हव, त आप चूहन जइसन मरि जइबा।"
Here is the present from my uncle.,ई हमारी चाचा के तरफ से उपहार हवे।
There were chairs in the room.,कमरा में बहुत कुर्सी हऽ ।
She is a world-famous singer.,उ विश्व प्रसिद्द गायिका हई।
Let's go...,चला....
"People say that Mr. X, the banker, is on his last legs.",लोग कहेले कि मिस्टर एक्स बैंकर हवें जवन पिछले पायदान पर ह।
"You're thick as thieves, you are.",चोर-चोर मउसियाउत भाई।
Tired?,थक गये?
I'll be glad to do that.,हमके खुसी होइ ई कइके।
"A stone, said the young one.","एगो पत्थर, कहलस छोटन ।"
Throw.,फेंका।
"I mean, at least till after the fight.",हम त बस इंतजार कयल चाहत करय खातिन
Shall I ask you something? Who am I for you?,अब हम एगो बात पुछी हम तोहार हई कवन ।
"At some places, I went for interview too, but it didn't work anywhere.",कुछ जगहन पर हम साक्षात्कार खातिर गऊवीं लेकिन कहीं इ काम न कईलस ।
"This coat cannot be mine, for it is too big.","ई कोट हमर ना हो सकेला, ई बहुते बड़हन बा।"
Which state are we talking about?,किस राज्य के बारे में चर्चा कर तानि हमनि?
Please do not do this again.,दोबार मत करिहा अइसे।
Will you receive a letter?,का तु चिट्ठी पवलअ ?
"What do you think, who built the house ?","तु का सोचला, के घर बनवलस?"
I had no need to open the letter.,हमके इ खत खोले क जरूरत नाई हऽ।
What would happen then?,"काहें, का होइ जाई?"
Has she refused the offer?,का ऊ प्रस्ताव के अस्वीकार कर देहली?
Can I stand now?,का हम अब खड़ा हो सकेलीं?
I've been trying to open this door for forty-five minutes.,45 मिनट से इ दरवाजा हम खोले में लगऽल हईं।
At midnight Suhini came to meet him.,बिच रात के सुहिनि ओकरा से मिले अयली ।
Your comments are alarming.,तोहार आलोचना चेतावनी डेट हव।
Take hot water.,गरम पानी लेइला।
I know Sindhi very well.,हम सिंधी बड़ा बढ़िया स जानी ल।
Like a closed book.,एगो बन्न किताबी जइसन।
Maria was creating an army? They were very common in the South.,मारिया सेना निर्मित छेत्र?
If I had a son... he would... be like you.,"अगर हमार एक बेटा होत, हम चाहित की ऊ तुहरे तरह होत।"
"There are lakhs of girls in the city, I have not undertaken the pact for all of them.","ये शहर मे लाख लइकी हई स, सबकअ ठेका ना ले रखले हई हम ।"
"Yeah, but it didn't.","हाँ, लेकिन इ ना रहल।"
Apu wants rice pudding; he's been asking for it for days,"अप्पू खीर आवत चाहत हव, कई दिनन से ऊ एकरे खातिर कहत हव ।"
I'm sorry,हम माफी मांगत हई।
I think how poor people are managing to eat.,हम सोची ल कइसे गरीब लोग खाए क जुगाड़ करें ल।
I use to play soccer a lot.,हम बहुत ज्यादा फुटबॉल खेलींऽल।
"Oh, yeah, this is gonna taste like shit.","ओह, हाँ, बकवास की तरह वाला सवाद हव।"
I am pround of these people.,हमके इ लोगन पर गर्व हऽ।
The room grew dark.,कमरा में अन्धेरा हो गयल ।
Have you nothing that you wish to say.,का तोहरे लगे कुछ नाइ हउए जवन कि तु इच्छा से कहलअ ?
What is the meaning of this word ?,ई शब्द के का मतलब बा?
"I change, but I cannot die.",हम बदलऽब लेकिन मर नाई सकीऽल।
Good evening.,सुभ साम।
This is his file.,इ रहल ओकर फाइल
I am good.,हम नीक हईं।
Anything you say.,तू जवन कहा।
"Yes, my lord.","हाँ, महराजा।"
You were costing me time.,तू हमके समे के लागत से कइला।
A farmer beats a cat.,एगो किसान बिल्ली के मरलन।
"You know, Doc, when something happens it can leave a trace of itself behind.","तू जानत हवा, डॉक....जब कुछ होत हव...ई आपने पाछे एगो निसान छोड़ जात हव।"
That wretched girl of Hori's,"देखा ना, होरी क ऊहअ मनहूस लइकी।"
You have two days and I have three days !,तोहरे लगे दू दिन और हमरे लगे तीन दिन हउए ।
It is a nice poem.,ई बहुते बढ़िया कविता बा।
He didn't say that!,ऊ ई ना कहलँ?
And he reached Kaak palace.,आ काक महल उ पहुँच गयल ।
Please tell the history of this palace.,ए महल क इतिहास बताईं।
What fact is proved by the painting of Madonna-and-child?,मेडोना और बच्चे क चित्र से कौन बात साबित हो ल।
"We listened eagerly, for he bought the news of our family.",हम उत्सुकता से सुनानी काहे की हमारे परिवार के खबर मोल लेहनी ।
#What's all the cryin' for#,# # का के खातिन सभे चिल्लात हव।
Never seek to tell thy love.,कबो प्यार ।
"Tiwari jee In fact your disease is chronic , you did not notice it before that is why it has become wrecked.",सच पुछअ त तिवारी जी तोहार बिमारी पुरान बा तु पहिले से ध्यान ना दिहल एही से बिगड़ गईल ।
The car stopped at the corner.,कार कोना पर रुकल रहे ।
They live under the same roof.,उ सब एक छत के नीचे रहेला ।
"Oh! This means there is nobody like that , I was wondering where one finds such guys these days.","का मतलव की कवनो हईये ना हऽ, हमहू कहीं अईसन बढिया लईका कहॉ मिलेंलस आजकाल ।"
Is there no place which is kept for bathing here?,का इंहवा अईसन कवनो जगह नईखे जवन की नहाए के खातिर होखे?
"Come and unite with me, O braveheart!","आवा अउर हमरे संहे जुटि जा, अरे बहादुर करेजा!"
"Look. If we're lucky, Pelle, we'll get wild strawberries.",अगर हम भाग्यसाली रहली त हमें जंगली स्टराबेरी मिल जाई।
My fault is this only I am seeking justice for uncle Meghraj.,चाचा मेघराज खातिर हम इंसाफ मांगत हईं इहे हमार बेजाह हऽ।
Tatsuhei?,तातसुहेई’?
"No, I do not want.","नाहीं, हम ना चाहित।"
Carly helps a man.,कार्ली एगो आदमी के सहायता का रहल ह ।
It's not true!,ई सच ना हव।
Does any one of you know anything about it.,का तोह लोगन मे से केहू इसके बारे मे जानता ?
There's Brian.,बरायन हव।
It's useless to stick together.,संहे रहल बेकार हव ।
Wait for the next-in engines.,अगले में इंजन खातिन परतीछा करँ।
Leave me.,छोड़ा हमके।
Bring everyone with the name Harsha.,हर ओके ले जा जेकर नाँव हरखा हव।
Wren designed this cathedral.,रेन इ कैथड्रेल बनइले हऽ।
You cannot pump the ocean dry.,तु सुखले सागर के पम्प से नाई भर सकल ।
What would you do if it were to rain later?,तु यहावा का करबा जब बाद मे बरखा हो जाइते ?
No man can become a great artist unless he applies himself continually to his art.,कवनो आदमी महान कलाकार ना बन सकेला जबतक कि उ स्वयं के लगातार कला में न लगाई ।
To avoid punishment he ran away.,सजा से बचे खातिर उ भाग गइऽल।
It's going to be such fun.,अब मजा करे के चाही।
"I'm going to look after him until he's big enough to fly. Oh, no!",हम एकर देखभाल करब जबले ई उड़अ लायके ना होइ जाई।
After meeting who did Anu go home.,केकरा से मिलकर अनु घर गयली ।
We have not received the shipment yet.,हमहन के अभईन तक ले लदन ना मिलल ।
I say it's better here.,येहीं बेहतर हव ।
I topped the University under his kind supervision.,ओनके कृपा से हम यूनिवर्सिटी में टाप कइलीं।
What is that thing?,उ का चीज हऽ ?
Nobody was absent.,केहू अनुपस्थित ना रहुवे ।
Why now?,अब काहें?
My sister can't read.,हमार बहिन नाई पढ़ि पाई।
The Sisters kept at him.,बहिनन ओपर नजर रखेलीं।
What did you call me?,तू हमके का कहला?
I have to figure out what to tell people... Whu I won't be home for Christmases.,हम बोजिज हव निकालय खातिन का बहरे मत बतइहाँ हम काहें लोगों को
They come everyday.,उ लोग रोज आवेन ।
"Yes King, I do see indications of it already.","हाँ महराज, हम पहिलहीं ई लच्छन देख चुकल हईं"
We travelled thousands of miles across Europe.,हमहन क युरोप भर में हजारोअम् मील घुमली जा ।
Who do you think that Miss Marple will question first ?,तोहके का लगला कि श्रीमती मार्पल पाहिले केसे प्रश्न पुछिह्न?
Says here that you've served 30 years of a life sentence.,एकरे मोताबिक तू उमिर कइद क 30 साल काट लिहला।
"Also, avoid injectable iron, such as Inferon .",एकरी अलावे जंग लागल लोहा जईसे कि इन्फेरोंन से बची।
And I knew it was the ship's dog with a message for me.,हम समझ गइनी की इ कवनों संदेस के संग सिपडाँग ही होई।
did you have friends there?,का वहाँ तुहार दोस्त हव?
Think.,सोचा।
I'm late because of the traffic,हमके ट्रैफिक के कारण देर हो गइल।
The boy saw his mother and Maher saw the mother of the boy.,लइका उनकर माई के देखले अउर माहर लइका के माई के देखले ।
I finally got the joke.,आखीर मजाक समझ में आयल।
I am not coming back Rahul.,हम वापस ना आवत हई राहुल
Does she go to outside?,का बहरे जात हाई ?
Is Henry building a house?,का हेनरी एगो घर बना रहल हई ?
"You could have burned, killed, or crispered half that company.","तुँहके जलाइके मार दिहल गयल, चाहे आधे क कमपिनी कराइसपरड हो सकत रहल।"
When will you pay them back?,ओके कब वापस करबू?
You must have a good eye and work fast.,बढि़या नजर चाही अउर काम में तेजी....।
Or we feed you to the thing.,चाहे आपसे बात करे खातिन हम खात।
A man eats vegetables.,आदमी तरकारी खाल।
These are good for daily use.,ई रोज के उपयोग खातिर सही रही।
She was angry at Saroja trying to lie to her.,उ सरोज के झूठ बोलला की कोशिश पे नाराज बाड़ी।
Shame on you to use a poor cripple so!,तोहके एक गरिब अपन्ग काम मे लाये खरतिन शरम आवे के चाहि।
I got it after we went to see Ronald.,हमरोमाल्ड के देखअ गइलीं ओइ के बाद ऊ हमकि मिल गइल।
Rani was very happy to meet you.,रानी तोहसे मिलि के बड़ा खुश रहऽल।
Monitor on.,लेकिन निगरानी।
You would have purchased a ticket.,तोहके टिकट खरीद के चाहि।
There's no more to say.,अउर कुछ ना कहे कहंव.
Raju came to home.,राजू घरे आइल।
Sometimes it is necessary to leave the ancestral home ln town I may earn a little reciting from the scriptures,"कबों कबों पुसतेनी घर छोड़ल जरूरी हो जात हव, सहर में हम सासतरन के पाठ से...थोर बहुत कमा सकब।"
The night was very threatening.,रात बड़ा डरावे वाली हऽ।
At what time did he arrive ?,तु कय बजे पहुंचला?
He quit.,ऊ छोड़ दिहलँ।
The time nears.,समय नजदीक हऽ।
Don’t you play?,का तु नाइ खेलतड?
Only about three months.,खाली करीबन तीन महिन्ना
[Snickering],(छोटा चिप्पा निकालते हुए)
At the Florida as I was starting work.,फलोरिडा में जब हम काम सुरु करत रहनीं।
How many posters are new?,केतना पोस्टर नया ह ।
"Come on, Shadow.",छाया चलु।
Mr. Gidwani has told you to call till 7 O' clock in the evening.,गिड़वानी जी आपके सांझ के ७ बजे ले फोन करेके कहले हवें।
Who?,के?
Talk of the devil!,सैतान के बाति कइल जां।
"If I had enough time, I would go with you.",अगर हमार पास समय होईत त तोहार साथे जायतीं ।
I need to see a doctor.,हमके डॉक्टर के लगे जाएऽक होई।
"I'm a ""vampire girl"", remember?","हम एक पिसाच लइकी हई, इयाद हव?"
Recently he has taken to opium eating.,हाल ही में ऊ ओपियम खाईल शुरू कर देले बाड़न।
"It became stronger, didn't it?' -- 'Yes it did.'","ई मजबूत हो गईल बा, हो गईला कि ना?-- 'हां ई हो गईल बा।'।"
I fed you an orange.,हम तोहके संतरा खियइलीं।
What happened after you argued with your wife?,मेहरारू से बहस के बाद का भयल?
Her name Tamayan,ओकर नाँव हव तमयन।
Mother is coming.,माताजी आवत हईं।
Ravi came next.,रवि आगे आइऽल
Caesar was stabbed by Brutus.,सीज़र पर ब्रूटश हमला कइले रहलं।
But on one condition.,लेकिन एगो सर्त हव।
You look more like your father.,तू अपने बापे जइसन देखात हवा।
It was snuffed.,ई सनफड गयल रहल।
"Babuji , will you fulfill my wish if I ask you for something?","बाबुजी, मो तोहसे कुछ मांगव तअ तु देबअ ?"
Give mother the fish,माँ के मछली दे दा
The rumour seems true.,अफ़्वाह त सच लागअ ता ।
I went to the shop to buy some bread.,हम दुकान ब्रेड खरीदे गइऽल रहलीं।
Does she know about you ?,का उ तोहारे बारे मे जानत हई ?
What a nasty jerk!,ई कइसे होइ सकत हव!
Mohan and Sita ate their meals and went to bed.,मोहन और सीता आपन खाना खइली और बिस्तर पर चल गइलीं।
I have to go to the market.,हमके बाज़ारे जाएक होई।
I got my dress from uncle.,हमके हमार नरखा चाचा देहलें।
Sher Khan?,सेरखान?
Was I fired ?,का हम गुस्सा हो गईल रहनी?
I consider Mary an inspector of great value.,हम मेरी के बड़ा उसूल वाला इंस्पेक्टर मानीऽल।
I have no interest with the agents of the firm.,फर्म के एजेंट से हमके कौनो मतलब नाई हऽ।
Okay. Settle down.,"ठीक हव, बसने।"
I don't know what--,हम ना जानत की का।
Will you teach me Sindhi ?,का तू हमके सिंधी सिखईब?
Please give one more chance to serve you.,कृप्या आपके परोसे के एगो मौका अउरी देहल जाव।
"If I had known her telephone number, I would have called her.",अगर ओकर फ़ोन संख्या हमारा के पता होत त हम ओकरा के काल कर देत रहतीं ।
How can they expect to learn anything when they never listen ?,जब उ सब कबो सुनबे न करिहें त सीखे क उम्मीद कैसे रखेन?
"Step outta line, make one false move, you're outta here.","पैर से बहरे लई, एगो गलत कदम बनावअ, तूँ इहवाँ से जात हवा।"
Ram has to go with Sita.,राम सीता के साथे गइल।
"Dear Papa! Sorry, Grandmother and me came here without informing you.","प्रिय पापा, सारी, वादी , और हम तोहसे बिना वतवले चक गईली जा"
I can't even predict in which form it may befall on us.,हम अबहिन ले ईहो गननाना कइ पवले हईं कि ई कवने रूप में हमरे पर कहर ढाही।
Mary is eating an apple.,मैरी सेब खातिऽअ।
Everybody came excet you.,सब आइल तोहके छोड़ कर ।
Oh my god! the way you are calling out Chaubepur again and again seems fishy.,अरे बाप रे तु त अइसे चौबेपुर – चौबेपुर कहत हवअ जइसे तोहार पराण ओहीजअ बा ।
It is not your arm.,ई आपके हाथ में ना हव।
They came with me.,उ हमरे साथा अईन ।
"Don't listen, Riley. I told you about their mind tricks.",चाल दिमाक मत सुना ओकरे खातिन आप रिली ओसे हमे बतावा
Good job.,नीक काम कइला।
I wonder who likes John.,हमके आश्चर्य ब कि जॉन के पसंद के करऽल।
"I will be seeing you one of these days, I expect.",हमके उम्मीद ऐतना दिन में एक बार तूहे देखऽब।
"They wished me to drink with them, but which I declined.",उ लोग चाहत रहे कि हम पिये में उ लोगन क साथ देहीं किन्तु हम मना क देहनी ।
Not in a month!,महीने में एक ना
I like to play in this summer.,हमके गर्मी में खेलऽब नीक लगऽल।
I am busy.,हम व्यस्त हईं।
We went Indore.,हमनि इन्दौर गयलीं ।
I will meet you at any place convenient for you.,जहां तोहके सुविधा उहां हम मिल जाइऽब।
I gotta get back.,हमके वापस जायेके होई।
You had not been carrying a box.,तु एगो बक्सा नाई ले गइल हउअ।
Make hay while the sun shines.,बहत गंगा में हाथ धोऽल।
As he loves Moomal so much.,जइसन उ मोमल के ढेर प्यार हरत हउए।
No. His face I remember.,"नाहीं, ओकर चेहरा हमके इयाद हव।"
The scheme appears worthless at the first blush.,पहली नज़र में ही योजना बेकार लगतिऽअ
He washed the clothes in the afternoon and hanged them on the rope.,ऊ कपड के दुपहरिया में धोवने अउरी रस्सी पे फईला देहने।
We could have done nothing without your help.,हमहन क तोहरी सहायता की बिना कुछउ ना कर सकत रहली जा ।
My friends were helping me.,हमार दोस्त मदद करत रहल।
Shall I fall down?,का हम गिरि जाईं?
They must be staying in a hut.,उ सब पक्का झोपड़ी में रहत होईंह ।
The coolies belonged to hill tribe.,कुली पहाड़ी जनजातियन से संबंधित होवेला ।
The dog was quite dead.,कुत्ता बिलकुल मर गईल रहे ।
You Satan! You devil!,घटिया कमीना!
It was closed on that day therefore we could not see it.,उ ओ दिन बन्द रहे एसे हमहन देख ना पईनी।
This bunglow is larger than that.,ई बंगला उ बंगला के अपेक्षा बड़हन बा।
We are not opening the door.,हमहन क केवणी के ना खोलत रहली जा ।
He did?,"ओह, ओसे कहले....।"
I think it's the excitement only a free man can feel.,इ उत्तेजना केवल एक खाली अदमी ही एहसास क सकेला।
I was able to afford a car by means of a loan.,हम कर्ज लेके कार ले सकत रहलीं।
Ashok had an icecream.,अशोक एगो ठंडा गोला खईलन ।
I have never seen Sheila singing.,हम शीला के कबौ गावत नाई देखली।
Where is the refrigerator ?,फ्रिज कहां ब।
Most writers are merely rehashing old stories lf their stuff is popular shouldn't my stuff be even more popular?,जादेतर लेखक महज पुरान कहनिअन के नया रूप देलँ जदी ओनकर माल लोक पिरिअ हव.... अउर हमार माल अधिक लोकपिरिअना होखअ के चाही।
"They've already drawn too much attention. So has our ""inaction"".",दुसरों को एके संहे कॉल कइ सकत हव संबंध में कार्रवाई बोलचुरा सवाल हवें
Is your husband a firefighter?,का तोहार पति लड़ाकू हवन?
You could argue he done it to curry favor with the guards.,तू तरक दे सकत रहला की ऊ गाड क मसका मारत रहल।
"Man is guided by reason, and beast by instict.",आदमी वजह जानsल लेकिन जानवर जइसन हरकत करsल।
"You remember the name of the town, don't you?",तुहके शहर क नाम याद हऽ न।
You go... we go.,तू जा.... हम चलीं।
You have to write that paper tonight or you will almost certainly lose points for turning it in late.,तु आजू रतिया के ओह कागज पर लिख भइल हउअ या तु लगभग जरुर अन्तिम समय मे देर हो जइब।
What the hell's goin' on?,आखिर का चल रहल?
I will go myself,हम अपने से चल जाइऽब।
Ram possesses two ears.,राम के लगे दुई कान हऽ।
I need to keep you as far away from the fight as possible. Jasper said that I could be of help.,अगर लड़ाई हव रखय खातिन विक्टोरिया के दूर संभव के रूप में
You can write a good essay on the basis of my research or the analysis of your own material.,तु हमरे खोज के आधार पर बढिया निबन्ध लिख सकल या आपन खुद समान के छान बिन के।
Do you see the cat which is lying on the roof?,का तु बिलारी के देखले हउअ जवन छतवा पर सुतल रहल हउए ?
Who'll buy your ticket?,अउर येतनी अचानक...।
I don't recall seeing her there.,ओके उहां देखले बादो हमके याद नाई हऽ।
It is so typical of you to create a problem like this when I finally have a chance to accomplish something!,जेक: ई बिलकुल तुहरअ लछ्छन हव येह तरे का समिसा खड़ी कयल।
"In Colorado, 10 inches of snow fell injust a few hours tonight.",सनटरल अउर मउनटन राज बरफ में दफन हव। कोलोरोडो में 10 इंच बरफ गिरल आज रात कुछअ घंटन में।
Do you want to see movie or not ?,का तु मूवी देख चाहत हवा कि नाही?
The traveller asked the peasant if he could tell him the way to the nearest inn.,राही किसान से पूछलस कि का हमके नज़दीके क सराय क राह बता देब।
Anil made Ram cut the tree.,अनिल राम से पेड कटवयिलस ।
Much the same,अइसनअ।
The prince was to be found in the hottest of the battle.,युद्ध में राजकुमार सबसे गरम मिलऽल रहऽल।
"Hey, look who's here.","अरे देखा, के आयल हव।"
And most of all we have a beautiful young woman and her lover lying dead in each other's arms.,अउर ये सबले उप्पर एगो खुबसूरत जवान मेहरारू अउर ओकर परेमी एक दुसरे के बाहिन में मरल।
We have so much to do.,हमहन क ई करे खातिर जादा हवे ।
We are going to walk in the mountains.,हमहन क पहाडे प घुमें जात हई जा ।
This works.,ई काम करेला।
The dog ran after me.,कुत्ता हमरे पीछे दौड़ुवे ।
"double-check a burning floor, alone.","अपने पहिले आग पे, बहदुरी अउर एगो अनुभव क साहस देखवले हव.....एगो दोहरी जाँच।"
Wash the car.,कार के धो द ।
How many games do you not want to play?,तु केतना गेम के खेलल नाइ चाहत हउअ ?
"Kaya, don't touch it. This wound is evil.",एके मत छुआ इ। कवनों साधारण घाव हऽ।
"I didn't, since you ask.","हम ना कइनीं, काहें के तू पूंछला।"
Kickbacks on his kickbacks.,घूस पे ओकर घूस।
"If he has taken it, what can we do?",अगर उ लेले बा त हमनि का करीं ।
Trade skills and hobbies.,बेवपार करीगरी अउर सउख । पढ़ाई में जाई।
And keep yourselves fed.,रखमे अउर अपने आप को खिलायल
Tell me again how I won't believe my eyes.,तू सायद ही अपने आँखों पर विस्वास करा
How dare you fall in love with Simran?,तु सिमरन के साथे प्यार कईले क जुर्रत कइसे कइलअ ?
I can speak German.,हम जर्मन बोल सकीऽल।
