en,bho
"Fall in love, a lot.",अध्ययन फिलि जोफिज काहे की उहवाँ से कवनों भी कैरियर बनावे खातिन एक मौका
"Give me something to drink, or else I will die of thirst.",हमके कुछ पिएऽक द नाई त हम प्यास से मर जाइऽब।
They arrived at 7.30 as they had promised.,७:३० के अपनी कहला के अनुसार ऊ लोग पहुँच गईल।
He never buys lunch if he doesn't have cash.,ओकरा पास पैसा न रहे ला त उ खाना न कीने लन ।
"Oh, please say 'yes'!",कृपया हँ कह ।
I danced too.,हम नचबो कइलीं।
Did things turn out ?,का मामला सलट गईल?
"Stand up, come here.",खड़ा हो अउरी हेन्ने आवअ।
Actually in relation Rano was brother in law of the ruler Hamir Soomro.,वास्तव में रिश्ता में रानो शासक हमीर सुमरो क सार रहऽल।
Run away?,भाग रहल हवँ पेले।
How many hairs are on our head?,हमरी कपार पर केतना बार हवे ?
When I see her ...,हम ओखे मिलब।
How can this work be done ?,ई कईसे कईल जा सकेला?
I will go to children's school tomorrow.,हम लइकन के स्कूल बिहान जाइब।
This novel is too interesting.,ई उपन्यास बहुते मजेदार रहे।
A hungry fox saw some bunches of grapes.,एगो भूखा लोमड़ी अंगूर के गुच्छा देखलस।
How do you open it?,तु यहके कइसे खोलब ?
And--,अउर।
I suggest that students be allowed to vote.,हम सलाह देहलीं लइकन के वोट क मंजूरी देवेऽक चाही।
What does this word mean ?,ई शब्द के का मतलब होई?
Rahul was eating food.,राहुल खाना खात रह।
One is sure of what one sees.,उ जवन देखले हऽ ओके बारे में पक्का हऽ।
A hospice team is a group of people who understand the special goals of hospice care .,धर्मशाला क टीम में अइसन लोग हो ल जवन धर्मशाला क खास जरूरत क समझ ल।
Will the Police catch the thief?,का पुलिस चोर के पकड़ पावल?
Ask father for money,पिता जी से पइसा मांगा न.
I should have been there.,हमके उहवाँ होखे के चाहत रहला।
Will you have tea?,का तोहरे पास चाय होइ ?
Radha had a good time here.,राधा इहां बढ़िया समय बितइलस।
My younger brother studies in Indore.,हमार छोट भाई इंदौर पढ़ा ल।
"Or in my case, a princess.",जब हम 10 रहल फिनू जवाब देवे के कहल गयल रहल
Which detective program is going on nowadays on the T.V. ?,आजकाल टी।वी। पे कौन सा कार्यक्रम चले ला ?
Forgive me.,हमके माफ कइ द।
We have a book.,हमहन क एगो किताब रखले हई जा।
"If I win the prize, I will share it with you.",हमन ईनाम जीतब त तोहर साथे बांटब ।
Did they have many difficulties in the hills ?,का ऊ लोग के पहाड़ी पे बहुते कठिनाई होला?
"It was just one of those things, you know.","बस अइसहीं मामुली बातन से, तुहके पता हव।"
What is the price of this chair?,ई कुर्सी के किमत का बा?
Do you realize how much it hurts ?,का तु महसुस करत हउअ कि केतना दुख देहल हउअ ?
"People who ""gave him shit.""",ऊ लोगन क परवाह ना करत रहल।
Let's catch it before it breaks out.,ई बहरे टुटले से पहिले एके पकरि ला।
Maybe they're behind it.,इटली में हम बिचारों को पढ़ एरोव एलिस
You found your necklace.,तु आपन हार पवलू।
Why don't you answer when I call?,हमरे बुलावे जबाव काहें ना दिहला?
What kind of room do you want ?,तु कवने तरह के कमरा चाहत हउअ ?
I have made you the strongest.,हम आपके सबले मजबूत बनाइ दिहले हईं।
"It's as good a thing to bet on as any, I guess.","ई एगो नीक दांव होइ सकत हव, हमके लगत हव।"
We will have to bring awareness to people and educate the women too.,हमहन के भि मेहरारु मे जागरुकता लावे खातिर पढावे के पडी।
I need an answer.,हमके जबाब चाही।
My topic is Puja.,हमार टापिक हऽ पुजा
"Aman the wedding is in December , why don ` t you come from London?",अमन वियाह त दिसम्बरे में होत बा न तु लन्दन होके काहे न आवत हवअ ।
You have always been a kind and generous uncle to me.,तु एगो दयालु भी हउअ अउर हमार दयालु चाचा हउअ।
Wash your face,दुर्गा कहवाँ हऊ?
The other rules you'll figure out as you go along.,दूसर नियम - तू धीमे धीमे समझ जइबा कवनो सवाल?
I agree considerably.,हम काफी हद तक सहमत हई।
Where have you been?,तु कहा रहल ?
The porter opened the gate.,द्वारपाल दरवाजा खोललस।
They will not drive to Kansas unless their car has a new muffler.,ऊ लोग कंसास तब तक ना जाई लोग जबले ऊ लोग के कार के नया ना आ जाई।
Why you say that?,काहें?
I am reading a lesson.,हम पाठ पढत हईं।
Yes!,हाँ
[Horn Blast],(हारन धमाका)
Get a move on.,उठा! चला ।
I want to drink something.,हमार कुछू पीएक मन बा।
Does that price include tax ?,का ऊ कीमत में कर/टैक्स भी जुड़ल बा?
I do not like rotten manogoes.,हमके सरल आम नाई नीक लगऽल।
My good wife Baucis has gone to see what you can have for supper.,हमार मेहरारू बउसिस इ देखे गइल है कि तोहरे खाएक लिए का हो सका ल।
"I should like to know the sum, the person and the reason.",हमके इ कुल जानेऽक चाही आदमी और कारन के।
I had a late lunch today.,हमके आज दोपहर में खाए में देर हो गइऽल रहऽल।
What subjects did you study at school?,कवन विषय तु स्कुल मे पढत रहल ?
I offered him money.,हम ओसे पइसा देवेऽक पूछली।
Did anybody come to meet me ?,का हमसे केहू मिले आईल रहे?
The man wrote a letter.,आदमी चिट्ठी लिखलस।
Will you come?,का तु आवत बाढअ ?
Jeremiah!,अउर....यिर्मयाह!
Let's go.,इहवाँ से चलि जा।
Can you take bath for two times in the winters?,का तु जाडा मे दूइ बेर नहा सकलअ ?
"Ladies and gentlemen, you've heard all the evidence.","देबियन अउर सजनन, आप लोगन सगरो सबूत सुनलीं, बातिन के जानत हईं।"
Alfred was the best king that ever reigned in England.,एल्फ़्रेड इङ्ग्लैण्ड के सबसे नीमन राजा में से रहे ।
I have to purchase notebooks.,हम एक नोटबुक खरीदेऽक होई।
Tushar saw the moon.,तुषार चनरमा देखलस।
A belief which is generally held is not necessarily one which is true.,आमतौर पर मानल जाए वाली अवस्था सच हऽ।
"Hey-hey-hey. ""Probationary Fireman, Brian McCaffrey, on his first fire, showed the bravery and courage of a veteran... when he risked life and limb to...","के खातिन परवीछा के अधीने फयरमेन, बरायन एम सी केफरे।"
So?,त?
Who mended the window?,खिड़की क मरम्मत के कईलस?
To get the soup.,सूप लेवे के खातिन.
"That was also when Warden Norton instituted his famous ""Inside Out"" program.",येही बरिस हसटल अफसर नारटन आपन मसहूर करकरम अन्दर क बाहरे’ सुरू कइलँ।
I'll come back to set up a drip.,हम वापस होवे खातिन डिरप निर्धारित करब
It is the capital of Canada.,ई कनाडा के राजधानी हवे।
"Thanks a lot, fellas.","बहुत-बहुत धन्यवाद, दोस्त।"
Hey Bhauji! Why are you sitting like this? what ` s the matter? Are you not well?,अरे भऊजी अइसे काहे वईठल हऊ का बात हीय तबीयत ठीक ना हऽ का ।
There's nothing more here.,अउर इहवाँ कुछ नाहीं हव।
How many people would come to my party?,केतना आदमी हमरा पार्टी में आईहे ।
That is a fan.,उ पंखा हऽ ।
I am feeling fine.,हमके बढ़िया लगऽत।
He didn't listen.,ऊ ना सुनलअ।
Go and get ready for the school function.,जा स्कूल फंक्शन की खातिर तैयार हो जा
You wake him up.,तु उनक जगाव।
Don't you read your contracts ?,का तु आपन अनुबन्ध नाइ पडतबाड ?
I saw the flowing water.,हम बहत पानी देखली।
They cannot write the words.,उ सब शब्द लिख न सकत हौ ।
Shut up!,गलती होइ चुकल हव!
Can you work as a principle?,का तु प्रधानाचार्य के तरह काम कइ सकलअ ?
We used to live in Karanchi.,हमनि करची में रहत रहीं ।
Mohan and Sita ate their meals and went to bed.,मोहन और सीता आपन खाना खइली और बिस्तर पर चल गइलीं।
"Apu, let's look for Auntie I want you to find the calf first","अप्पू, बुआ के खोजअ चलबा? पहिले बछरू के खोजा।"
"And it expires soon, they say you might wanna use it this weekend.",अउर ई समय सीमा खतम हो जदी आप ये हप्ता के अन्त में मत क उपयोग करँ।
Will you also sing ?,का तुंहू गईबअ?
Kindly clean this stain.,एकर दाग छोड़ा द।
"Man, that was pretty crazy, huh?","यार, की, हुह सुन्नर पागल हो गयल रहल?"
I'm offering my--,हम काम तलास रहल हईं...।
Was he very busy yesterday ?,का उ कलिहा बहुते ब्यास्त रहने।
I'm from a different era.,लेकिन आधुनिक अइसन ना हव
Can you either phone or write ?,का तु फोन अथवा लिख भी सकलअ ?
I don't feel like eating anything.,हमके कुछ खाएऽक मन नाई हऽ।
Ramesh had gone to Kolkata.,रमेश कोलकाता गइल
What are the names of 7 canals ?,7 नहर के का नाम बा ।
I appreciated your efforts in this.,एह पर तोहार कोशिश क हम तारीफ करऽब।
What a beautiful song !,का बडी सुन्दर गीत बा !
The cowboy who is wearing the red shirt is very funny.,"ऊ ग्वाल लईका जवन लाल रंग के शर्ट पहिनले रहे, ऊ बहुते मजाकिया रहे।"
"I married him, made him a property owner, gave him my love... the best I have I've given him, if only he could have given me a child.",सबसे अच्छा जवन हमार रहल मैंने उसे दिया कास उ हमके एक बच्चा दिहले होत।
How can you go for a swim in the morning?,तु कइसे भिनहिये तैरे खरतिन जा सकल ?
"The guests and some staff left yesterday, but the last day's always hectic.","मेहमान अउर कुछ संहकरवइया काल्हि चलि गइलँ, लेकिन...आखिरी दिन हमेसा अस्त बस्त होत हव।"
I would call the office if I were you.,हम त द्फ़्तर में काल कर देत रहतिं अगर हं तू रहतिं त ।
They have remained unconquerable till now.,ओनके अबहिन ले केहू ना जीति सकल।
I was trying to protect you.,हम सिरिफ तोहार रच्छा क कोसिस
Purely an accident.,एकदम साफ एगो दुरघटना।
I see.,अच्छा।
Few historians have written in more interesting manner than Gibbon.,गिब्बन से अधिक रोचक तरीके से कुछ इतिहासकार लिखले हऊवन ।
I saw a pretty little star-shaped flower bed.,हम छोट क तारा क तरह सुंदर फूल बिस्तरे पर देखली।
"""Dear Mr. Dufresne:",थ्परिय सिरी डूफरेन।
They live in the mountains.,उ सब पहाड़ी मे रहेला ।
They are preparing for that.,उ सब ओकरे बदे तैयारी करत हवे ।
You are already as well acquainted with these affairs as I am.,ये मामले मे तु पहिले से परिचित हउअ जइसे हम हइ।
I want the car ready tomorrow.,हमके बिहान कार तैयार चाही।
"Although I enjoy work, I also enjoy vacations.",हालाँकि हमके काम कईल पसंद हवे येह से हमके छुट्टी भी बहुते पसंद आवेला।
Does she cook food?,का उ खाना पकावत हई ?
She ordered more beer than we could drink beer.,हमहन की बियर पियले की तुलना मे उ अधिका बियर क आदेश दिहल।
Where is Indu?,इन्दू कहवाँ हव?
If she cannot be my best friend then I can never love her.,अगर उ हमार सबसे अच्छा दोस्त ना बन सकेत त दम ओसे कबहुँ प्यार ना करब ।
Don't! Don't!,मत करा!
I would like to go.,हम चले चाहत हईं।
Or we feed you to the thing.,चाहे आपसे बात करे खातिन हम खात।
How many medicines should you take?,तोहके केतना दवाई लेवे के चाहि ?
I used to be an atheist but now I believe in God.,हम आदतन नास्तिक रहलीं पर अब भगवान के मानीऽल।
If you're having second thoughts...,लेकिन लड़ाई के बाद
Is Axe a great guy?,कोल्हाड़ी एगो बड़ा अदमी हव?
"Shut up, fool!","चुप रह, मूरख!"
Jump when I say.,जब हम कहीं कूद जा।
Will you finished your breakfast?,का तु आपन नास्ता खत्म कइ चुकल बाडअ ?
What are the girls doing ?,लइकी का कई रहल हउए।
Ram killed Ravan in the battle.,राम युद्ध में रावण के मार देहऽलं।
He's just doing his job.,ऊ सिरिफ अपने काम करति हव।
You're doing it wrong.,आप एके गलत करत हवा।
Ram will buy books.,राम किताब खरीदी।
How many posters are new?,केतना पोस्टर नया ह ।
"Some were acquitted, and some punished.",कुछ कहेलन कि उ बहुत तेज ह ।
Want to get home.,हम घरे जायल चाहत हईं।
"Talk to me, boy.","हमसे बात करा, लइको।"
"But before beginning, I would like to ask you that what do you know about love?",लेकिन शुरु कईला से पहिले तोहन से कुछ पुछुल चाहत हई कि तु सब प्यार के बारे मे का जनिलअ
I am not in the best position to advise you.,हम तोहके सलाह देवे क स्थिति में नाई हईं।
Albert is playing squash.,अल्बर्ट स्क्यायस खेलत हवे।
Our excursion depends on the weather on Sunday.,हमार घूमल अतवार के मौसम पर निर्भर करेला ।
Honesty is written on his face.,सच्चाई उनकी चेहरा पे लिखल रहे।
Was Seema at college yesterday ?,का कल सीमा विद्यालय में रहुई?
My uncle lives in the next house.,हमार अंकल अगले घरे में रहें ल।
Good morning. I hope you haven't been waiting too long.,"सुबही सलाम, उमेद हव बहुत देर से इन्तेजार करत हव।"
Bloody...,साला
I showed you pictures.,हम तोहके चित्र देखइलीं।
The man has a wooden leg.,आदमी के लकड़ी के पैर हऽ।
What right do you have to be so damn stingy?,येतना कंजूस हवा?
"Keep the tea leaves and sugar and listen keep their money properly, you always forget that.",चाय क पली और चीनी रख और सुन ये लोगन क पैसा अच्छा से ध्यान मे रखिहे तु हरदम भूला जाला ।
They went Bombay.,उ सब बाम्बे गईन ।
"Edward, what's wrong?",एडवर्ड का भयल
"Except with his missus, that is.",अपनी मालकिन से छोड़कर।
Did you watch him when he made that ballsy jump and saved--,ऊ बालसे कूद अउर बचवलअ कि जब आप ओके देखत हवँ।
That is why today you didn't eat in the mess and tok one day leave.,येही वजह से तू मेस में खाना ना खयिला अउरी एक दिन छुट्टी ले लेहला।
"[Lieutenant] We figured the body's the owner, some guy named Cosgrove.",(लेफटीनंट) हमरे सरीर क मालिक कासग्रोभ नाम दिहल कुछ लइका लगलँ।
Show time!,अन्दर लात!
My pronunciation is not correct.,सही नाई बोलत हव।
I got hurt while driving.,हम गाड़ी चलावत के चोटा गइली।
Return my chunni.,हमार चुनरी वापस करा
We expect him to help.,हमहन क ओकर सहायता करे खातिर आशा हवे।
#Now you push a little harder# #Like I showed you to# #'Cause the day'll be comin' they will look to you#,# अब तूँ धक्का में # करे खातिन तुँहके देखवली जइसन # थोड़ा कठिन # ऊ आप पे देखाई डे’ एल एल आइ जा काहे की #
"Now anybody gets curious, FBI, IRS whatever.","अब केहूअ ओतसुक होइ जात हव, अफबीआई, आईआरएस, चाहे जेहू।"
You...,तू....
Turn this side.,येहर मुड़ा।
Maybe you and I could... could get together for a beer.,सायद तू अउर हम कर सकता...एक बियर के खातिन एक संहे मिल सकत हई।
A friend of mine had come yesterday.,हमार दोस्त कलिहां आइल रहल।
"Otherwise, we don't eat.","वरना, हमके खाना ना मिली."
I want to go to the mountain.,हम पहाड़े जायल चाहत हईं।
The dog jumped onto the chair.,कुत्ता कुर्सी पर कुद गऊवे ।
"She always used to tell me one thing , which I have not forgotten till today.",उ हरदम हमसे एक बात कहत रहे जवन हम आज तक ना भूला पईली ।
They returned whence they had come.,जब उ अईन तब उ गईन ।
The car will not stop at the corner.,कार कोना पर ना रुकी ।
There was a clock on the table.,मेजे पर एगो घड़ी रहल।
"I gave the letter to James, who sent it to London.","हम चिट्ठी जेम्स के देहलीं, जवन लंदन भेज देहलस।"
"That's ""institutionalized.""",इई संस्था हऽ।
"Until your enemy's heart stops, you have not won.","अपने दुस्मन क दिल बन्न हो जात हव, जबले आप ना जीतल हवॅ।"
The boys are anxious to learn.,लइके सीखे खरतिन ब्याकुल हऊए।
I was wondering whether you would like to go movie tonight.,हम सोचत हई कि का तू आज रात फिल्म देखे जाए चाहत हवा।
The decision's been made.,हो रहल हव सिएटल में मत जा?
What has this got to do with Elias?,येकर एलियास से का लेना देना?
Haji decreed that Koel and Deepchand be handcuffed together.,हाजी आदेश देहनअ की कोयल और दीपचंद दूनो लोग के एक साथ ही हथकड़ी लगावल जाए।
We found them sleeping.,हमहन क ओके सुतल देखली जा।
How often do you go to the cinema?,तु केतना बेर सिनेमा जालअ ?
I am in third year.,हम तीसरे साल में हईं।
I heard Gita singing.,हम सुनलीं गीता के गावऽत।
"You know , I am the first girl whom Rahul has tied the friendship band.",जानल हउ उ पहीली लइकी हई जेकरा के राहुल इ फ्रैन्डसिप बैन्ड बन्धले बाडअ ।
Leave Nell and I to toil alone.,नेल और हमके काम करे खातिर अकेला छोड़ द।
"Our worlds aren't that far apart, are they?","हमार दुनिआ हव की अबले अलग ना करत हईं, ऊ करत हवँ?"
"I’m watching TV, at the moment.",हम ए समय टीवी देखत हई।
"Richard having been deposed, Henry became King.","रिचर्ड के निकार उठल, हेनरी राजा बन गइल।"
Two?,दो?
"O you mean man, come here.","तू समझ गयल,इहाँ आव ।"
This is a present from my uncle.,ई हमरी चाचा के तरफ से उपहार हवे।
We selected this bicycle after we had tried several times.,हमहन क कई बार कोशिस कईले रहली जा ओकरी बाद हमहन क ये साईकील के चुनली जा।
Ram wants to work.,राम करे चाहत हऽ।
He will kill him.,ऊ ओके मारि डालि।
"This is the old man's statement in the ""new home"".",‘नयके घर’ के बुढ़वा से।
Serve 2 teas.,दुई चाय कड़क
Am I to understand ?,का हम समझ गईलीं?
You have come after a long time.,तु काफी समय के बाद अइल हउअ ।
Of all men he is the strongest.,कुल मनईन में उ मजबूत हऽ।
The fox is smaller than the dog.,लोमड़ी कुक्कुर से छोट हऽ।
Tony.,टोनी।
No sign of the intruder.,लेकिन विक्टोरिया खतरा क सकेज गायब हो सकत हव
What is the charge of repairing ?,बनउले क केतना पइसा लगी।
Get him out of here.,ओके इहवाँ से बहरे निकारा।
I hate children who are cruel.,हमके निर्दयी लइके नाई पसंद हऽ।
"All these students are good, but some work harder than others.","ई सब छात्र अच्छा हवे, लेकिन कुछ कुछ बाकी सब बहुत ही कठिन मेहनत करेलन।"
We live in town.,हमहन क शहर मे रहत हई जा ।
Mr. Jones is the teacher.,मिस्टर जॉन अध्यापक हऽ।
"Sahba is more intelligent, she should get the scholarship.",सभा बहुत समझदार हऽ ओके छात्रवृत्ति मिल जाएऽक चाही।
"If it displeases you to go through, You can stop you before the summit.",यदि सब करल ठीक न लगे...सिखर से पहिले ही रुक सकत है।
That's quite a surprise.,ई बेलकुल एगो...अचरज हव।
I will come to your home tomorrow.,हम तोहरे घरे बिहान आइऽब।
Does she know your phone number ?,का उ तोहार फोन नंबर जानत हई ?
Now sit up.,अब बइठा।
Where is the safest parking area ?,सबसे सुरक्षित पार्किंग इलाका कहां हऽ।
"Stay with me, my best son, for thou art yet more boy than man.""","हमरे साथे रहा, हमार सबसे नीक बेटवा तू आदमी से ज्यादा अबहिन लइका हउवा।"
It has rained a great deal this year and there have been floods in many states.,ये साल बहुते भरी बारिश भईल बा और ये कारण कई राज्य में बाढ़ आ गईल बा।
"Adelaide is a graceful city of wide streets, elegant buildings and parkland.",एडलैड बड़ी ईमारत चौड़ा सड़क वाला ओजस्वी शहर हऽ ।
We're running low on hexite.,हे कसलाइट हम धींमा हईं।
"Puffed rice, please","किरिपया, मूरी।"
Karuna Banerji,करुना बनरजी ।
"You of all people say that to me, you lazy dog!",अउर तू सब लोगन क इहँ कहना हव।
Don't split us up again.,हमके फिनू से मत बाँटा।
Who says you ain't supposed to?,के कहला तू येह लायक ना हवा?
I left the island in a light heart.,हल्के मन से हम द्वीप छोड़ देहलीं।
"Bad luck, I guess.","बाउर भागि, हमके लगत हव।"
"What's happening, boss?",ई का हुकुम?
"And don't bother, 'cause Mom beat you too early ten years ago. Well, you didn't have a boyfriend ten years ago.","शक हव, अउर माँ अउर 40 साल से आगे निकले खातिन"
I have told you twice.,हम तोहके दूई बार बता चुकल हईं।
How many masters do you have in your school?,तोहरे स्कुल में केतना अध्यापक हवन?
You must have started some institutions too !,तोहके भी कुछ सन्सथा शुरु कइ देवेके चाहि ।
Had you visited the castle?,का तु किला देख चुकलअ ?
Planning to take him away from me?,टोके हमसे दूर करे खातिर जोजना करति हव?
Count me in your friends group,हमके अपने दोस्तन के दल में गिना।
You wonder where it went.,अचरज होला ऊ कहवाँ चलि गइलँ?
Is Dusshera celebrated all over the country ?,का पूरा देश भर में दशहरा मनावल जाला?
She'll hear you,"आवाज मत करा, ऊ सुनलिहँ."
Why bother about me?,हमरे बारे में काहे परेशान हवा।
Reasonable he'd be here in the morning.,ई उचित हव ऊ अबहिनो येही कतों होई।
They agreed to swim.,उ सब तैरे बदे तैयार हो गईन ।
I don't know him but he greeted me and said my father knew him,हम ओके न जानत....लेकिन ऊ हमसे नमस्कार अउर कहले की हमार पिताजी ओके जानत हव
I wonder will Cheney run for office again?,हमके आश्चर्य ब कि चेनी फिर से ऑफिस जा पाई या नाई।
Was he turning around?,का उ चारो ओरिया घुमत रहने ?
"It's hard to say with all those clothes on. What do you say, Rose?",कइ परत अउर दूर लेवे खातिन
If you were outclassed then you must have done some fault.,अगर तोहके पकडले का आदेश वा त जरुरे तु कवनो कसुर कइले होई बअ
This lake was inhabited by fisher folk.,ए झील के फिशर लेक द्वारा बनवावल गईल रहे।
But you're already giving away too much.,लेकिन इ भी एक बहुत देवे खातिन खुद को
This work will be done by Monday.,ई काम सोमवार ले होई।
Stop!,बन्द करा।
Show me that which you have bought.,हमके देखाऽव जवन लेहले हवा।
A monk started the caves construction work that spanned ten dynasties.,दस राजवंश तक फैलल गुफा बनवाए क काम भिक्षु शुरू कई देह ल।
The secretary did not print out the documents.,सेक्रेटरी कागज क प्रिंट नाई लेहलस।
"Easy, man.",अराम से अदमी
How many mechanics are in your office?,तोहरे कार्यालय में केतना मिस्त्री हवन?
We have to go to the market.,हमहन के बजार् इकी खातिर जाये के हऽ।
Riches do many things.,धनी लोग कई तरह के काम करेलें।
Who cooks rice in the kitchen?,रसोइया में चाउर के पकइलस।
How many pages in your note book?,तोहरे कापी में केतना पेज हव?
Their attention is in playing and watching T.V.,उन कर ध्यान खेलले और टीवी देखले में हऽ।
"Alas, she's dead now.","आह, उ अब मर गईली।"
I accept your statement without reserve.,हम बिना दिक्कत के तोहार कहऽल मान लेहलीं।
Coming!,आवत हव!
Rama is a better player than Krishna and therefore he must take his place in the team.,रामा कृष्णा से बेहतर खिलाड़ी हऽ हो सकऽल कि टीम में ओकर जगह लेऽल।
Please give me a soap.,हमके साबुन द।
Ever bother you?,कबों परेसान होत हवा?
"What's the use of my complaint, then?",त हमरे सिकाइत क फयदा का हव?
As 17th's official toastmaster--,17वीं क अधिकारीक टोस्टमस्टर रूप।
"Well, I won't report you this time.","खैर, ये बार ना।"
I know.,हम- हुम एके हरा।
Does she get you wish?,का उ तोहके पावले के इच्छा करत हई ?
It doesn't rain much in summer.,गर्मी में बारीश ज्यादा न होयेला ।
The girls who are standing are tall.,जवन लइकिया कुल खड़ा रहल हई उ लम्मा हई ।
I don ` t mind if I have to give my life for duty.,फर्ज की खातिर हमरा के आपन जान भी देबे के पडल त हमरा के एकर चिन्ता ना ।
Hey. I'm really sorry about your father.,"हम पिता हईं, आप खातिन बहुत खेद हव।"
Do you have a question?,का तहरी पास कवनो सवाल बा?
I am searching for a house.,हम एगो घर खोजत हईं।
He wrote two letters a week instead of one.,ऊ एक के बदले हप्ता में दुइ पाती लिखलआ।
I had come to you yesterday but you were not there.,हम तोहरे लगे कलिहां आइल रहलीं पर तू रह ल नाई।
I do not know how I can deal with this rascal.,हमके नाई पता कि इ बदमाशन से कइसे निपटीं।
I am left behind Row me across to the other side,हम पाछे छूट गइलीं हमके पार ले चला नाविक ।
Does Cindy take a book?,का सिंदे किताब लिहें?
What does it refer to?,ई काहे खातिर बतावल जात बा?
We trust this will fill your needs.,हमके बेसवास हव तूँ सनतुस्ट होबा।
Teach me swimming.,हमके तैरब सिखाऽव।
He is not so prudent as he ought to be.,उ उतना भी होशियार ना हवन जेतना कि उनके होखे के चाही।
Just some old stuff... that Adcox gave me that the department was gonna throw out.,बस कुछ पुराने समान....एडकाक्स हमें विभाग वाला बहरे फेकत रहल की दे दीहा ।
Forest was destroyed through fire.,जंगल आग से नष्ट हो गइऽल।
We met them.,हमहन क ओसे मिले।
I'm going to try to get Danny down the Sidewinder in the Snowcat today.,हम कोसिस करअ जात हईं डेनी के नीचे सइडबइन्डर ले पहुँचावअ के सनोकैट में आजु।
Get outta here.,इह वासे चल जा।
I wonder if everyone will have read the book.,हमके आश्चर्य होई कि सब इ किताब पढ़ि लेई।
How many dresses do you want?,तु केतना पोशाक चाहत हउए ?
Life's best lessons tend to hurt.,जीवन क सबले अच्छा सबक चोट करत हवॅ।
They swam.,उ सब तैरन ।
And like Norton said Andy got no answers.,"अउर, बस जइसन नारटन कहले रहलँ, एंडी के कवनो जबाव ना मिलल।"
I'll be in the office on Monday.,सोमवार के हम दफ्तरे में रहब।
"""O my Lord, we your poor souls yearn for sanctity.","""हे हमार प्रभु, हम तुहरे लाचार आतमा पबितरता खातिन तरसत हईं."
We'd better have a look at you.,"चला देखि, लडि़का।"
We did it last week.,हमहन क ई पिछले हप्ता कईला जा।
Look at his neck.,बरुक्स ओकर गरदन देखु।
That is my promise.,उ हमार प्रतिज्ञा हऽ ।
Just give me one minute.,बस हमके एक मिनट दे।
The lessons would be written.,सबक लिखल जाई।
We got a stone killer trying to make a point.,"नहीं, हम एगो मुद्दा बनवले क कोठी करत रहलीं कि एगो पाथर हतिआर मिलल।"
My dream to see you there will get fulfilled.,तोहके उहवाँ देखले क हमार सपना पूरा होइ जाई
Is this the man who saw you with the binoculars ?,का ई उहे आदमी हवन जे तोहके।।। देखलन?
Where will we have dinner ?,हमहन के रात क खाना कहवां खायेके हऽ ।
What can I say about him that his friends haven't already said?,हम ओकरे बारे में काव कहीं जब ओकर दोस्त पहिलहीं नाई कुछू कहलस।
Ram picked up the child and its shoes.,राम लइका और जूता उठा लेहले हऽ।
You believe his health might be at stake.,तोहके बेसवास हव की ओकर सवाथ्थ दाँव पे होइ सकत हव।
And they've been created to fight someone.,हम भी सियटल के पास ना हव
The girls getting wet in the rain were laughing.,लइकी कुल बरखा मे भीज के हसत रहली ।
Rama's intelligence is superior to Hari's.,रामा हरि से ज्यादा समझदार हऽ।
Leave me.,हमके छोड़ा।
Am I asking to you ?,का हम तोहसे पूछत बानी?
"My eldest son was bred at Oxford, as I intended him for the learned profession.",हमार बड़का लइका ऑक्सफोर्ड में पैदा भइल और ओके व्यावसायिक सीखे खातिर भेजले रहलीं।
How old are you children?,तोहर लइकन केतना बड़ा हवन?
The boys left together.,लईके साथ छोड़ देहने ।
Do you want to stay a bit longer ?,का तु थोडा ओर रुकल चाहतअड ?
Did my friends help me?,हमार मित्र सब हमार सहायता कईले का?
My mother is looking after the children.,हमार माई लइकन से अलग देखत हईं।
Give us this day our daily bread.,हमहन के ये दिने मे हमहन की रिजी रोटि क सवाल हऽ।
Who the hell's doin' this?,के नरक के जात हव?
Sit down to eat after you bathe.,तु नहिले के बादे मे निचे खाये खरतिन बइठ जा।
A computer is a useful article.,कम्प्यूटर एक उपयोगी समान हौ ।
My crush is smiling at me.,हमार क्रश हमरे ऊपर हंसत रहल।
The crow flew down and stole the cheese.,कौवा नीचे उड़वे औरी पनीर चुरा लिहुवे ।
"If everyone is lying, then you tell me the truth.",अगर हर केहू झूठ बोल रहल हव त तू हमें सच बतावा
Will he have spoken the truth?,का ऊ सच कह देले होईहन?
Bhairavakona is situated about 80 miles from here.,भैरवा कोना इहवां से 80 मील दूर इसथित हव।
They know him real well but they won't let him loose.,"ऊ असली ओके अच्छे तरे से पता हव, लेकिन ऊ ओके ढीला ना होखअ दीहँ।"
This site was chosen for its seclusion and scenic beauty.,ई छेत्त अपने तनहाई अउर नसरगिक सुन्नरता खातिन चुनल गयल रहल।
"In the village, no one can not get as much as me.",गाँव में केहू हमसे जिआदे मछरी ना पकरि सकत।
You could teach him.,तु ओके पढ़ा सकला।
Because you got on my nerves.,"काहे की तू हमार दीमाक चाट रहल हवा,"
The three of us staying together.,का न संग चले।
Kaushal did not lift a finger to help Kumar.,कौशल एगो अंगुली ना उठईले रहे कुमार के मदद खातिर ।
"Ah, trychtichlorate.","आह, ट्रीची कलोरेट।"
One should keep one's promises.,हर केहू के आपन कईल वादा पूरा करे के चाही।
"Very nice, sir.","बहुत अच्छा, महाशे।"
What Saint Kawarram used to do in villages and cities ?,संत कंवर राम शहर और गांव में का करत रहऽल।
