en,bho
Do as you think best.,जवन सही लगे ओके कर।
Can you lose your head?,का तु आपन मुखिया खो चुकल हउअ ?
"We did not go, as the weather was too stormy.","हमके जाये के ना रहे, जइसन की मौसमों बहुते भयानक रहे।"
Get up!,तनीं उठा।
She said that- - She said that the sleeves should be let down a little bit.,आस्तीन निचा होवे चाही।
"The Council leaders, Dad, Quil's grandpa, and Sue Clearwater.",दादा अउर क्या लोग मुकदमा साफ पानी
Where will we get tickets for Indore ?,हमके कहवां से ईन्दौर की खातिर टिकट मिल जाई ।
Just stop it and get lost!,बस करा अउर भागि जा।
This is my chance to get out!,ई बहरे निकरले क हमार मोका हव! देखात ना का?
What money !,कईसन पईसा?
Ravi said that he had bought a new car.,रवि कहलस हऽ कि उ नई कार खरीद के लाइऽल हऽ
The rich are not always happy.,अमीर लोग हमेसा खुश न रहे लन ।
"’Take off your hat', the king said to the Hatter.","टोपी वाले से राजा कहलस, आपन टोपी उतारा।"
They play tennis.,उ लोग टेनिस खेलेन ।
Where is cobbler shop ?,मोची क दुकान कहां हऽ।
What a pity ...,भगवान दया करँ।
Mary shut the door.,मैरी दरवाजा बंद कई लेहलस।
"Apu, the son:",अप्पू बेटवा।
You follow 17 in the truck.,अपने टरक में 17 क पालन करँ।
"Amy watches football on television, but she never goes to a game.",एमि फूट्बाल दूरदर्शन पर देखेले लेकिन कबो न खेलेले ।
I must not go outside.,हम बहरे खेले नाई जाब।
Or is it because of this?,चाहे फिनू ई एह वजह से हव?
You're really out of your head.,कराउन? तू पागल हवा?
Will you please come to my wife?,किरिपया का तू हमरे मेहरारू से मिलअ आइ सकत हवा?
The way was long.,लंबा रास्ता हऽ।
any girl will fall for us.,त कवनेहूँ लइकी हमरे मरिमिटी।
Do not go near the smelly,‘बदबू’ लगे मत अइहा।
How badly you have done your work !,तु केतना खराब तरह से आपन काम कइ चुकल हउअ ?
Yeah?,हाँ।
Somebody is standing at the door.,केहु दुवार पर खड़ा बा ।
They are talking to the police.,उ पुलिस से बात कइ रहल हव
Don't forget:,मत भुलिहा
This story is well written.,ई कहानी सही से लिखल गईल बा। ।
Even I did not know what I was speaking but I understood that I have started loving you.,हम खुदे ना जान पइली कि मो का कहत हई लेकिन हम वुझत रहली की हम तोहसे प्यार करे लगली ।
You may look everywhere.,तु सब जगहि लउक सकल ।
"Antonio, you look for the tires.","अनटोनिओ, तू टयर देखिहा।"
You can ask for help whenever you need it.,तु मदद खरतिन पुछ सकल जब तोहके एकर जरुरी लगी ।
Do you like their new house ?,का तोहके उनकर नया घर पसंद आईल?
"Easy, Ronald.","असान, रोनाल्ड।"
Do you like this ?,का तु इहके पसन्द करत हउअ ?
"Wait, let him go.","रुका, ओके जाये देवल जाये।"
You may not wish to do the work.,तु काम कइले के इच्छा नाई कइ सकल ।
Was my sister feeding our dog?,हमार बहिन अपनी कुत्ता के खियावत रहली का?
"Fun, isn't she?",ऊ मजेदार ना हव।
You know you could be sued for libel?,पता हव तुहरे पे मोकदमा कइल जा सकत हव सिकाइत खातिन?
I'm blunt.,हम लंठ हईं।
Our fruit disappears. I complain and the mother says:,"हमार फल गायब हो जात हव, हम सिकायत करत हईं अउर माँ कहत हईं"
Look at him.,ओके देखा।
All my stuff's up there!,हमार सभी समान उहँवा हव!
I am a businessman.,हम व्यापारी हईं।
How many notes can you give me?,तु केतना नोट्स हमके दे सकल ?
Ram made Anil beat Ravi and he couldn't laugh.,"राम अनिल के रवि क पीटे क कहलस, लेकिन उ हंस नाई पाइल।"
My uncle is younger than my father.,हमार चाचा बाउजी से छोट हवें।
"And who knows, Pelle?","अउर कवन जाने, पेले।"
... thatitwaswhattheold-timers used to call cabin fever.,ई ऊहअ हव जेके पुरान अनभवी केबिल बोखार कहलँ ।
"Oh, excuse me.","ओह , हमके माफ करिहाँ।"
You show.,तु देखावा।
Was John at Mary's party?,का जान मैरी के भोज मे रहल ?
Stop playing.,खेलब बंद करा।
"Hey rickshaw puller, hurry up.","हे रिक्सावाला,जल्दी कर।"
It was impossible to lift the box.,संदुख के उठावल असंभव रहे।
Do you hear that?,तू सुनला?
A swordsman came.,एगो तलवार क परीछन करे खातिन
"Grab a chair, Bill.","तुहसे मिलिके खुसी भइल। एगो कुरसी ले ला, बिल।"
Ashitaka!,आशीटाका!
I myself thought of writing a letter to Roshan.,हम रोशन के खुदे चिट्ठी लिखेऽक सोचत हईं।
Let's move it.,ओकरे खातिन ई कदम चला।
I cannot eat too much sweets.,हम ढेर मिठाई नाई खा सकी ल।
After some time that girl gave birth to a baby who was named Chanesar.,कुछ समय बाद उ लड़की एगो बच्चा के जन्म दिहुवे जेकर नाम चान्सर रखऊवे ।
"Well, I think she's is either Russian or Polish.","ठीक बा, हमके लागत बा कि या त उ रसियन होयिहन या फिर पोलिश।"
How this word would be pronounced ?,ई शब्द के उच्चारण के तरह होई?
"Shorbojoya, the mother:","सोरो बोजोया, माई।"
I met Hari who had just returned.,हम हरि से मिलऽली जवन तुरंत लौट के आइल रहऽल।
It's a horse apple.,एगो घोड़ा क सेब।
I wish I were dead.,काश हम मर जईती ।
"Mary heard the frightening noise again, and the sound was one that would frighten the bravest of people.",मैरी उ भयानक शोर दोबारा सुनलस और आवाज उ बहादुर लोगन में से एक क रहल।
Saint Kawarram was born in 1885 in the village of Sindh knowns as Jarwarni.,संत कंवर राम क जनम 1885 में सिंध के जरवानी गांव में भइऽल।
In which subject does Vinod have to write an article ?,विनोद कौने विषय पर लेख लिखी।
Can I have some water ?,का हमके तनिक पानी मिल सकेला?
I'll carry your youth like a palanquin...,हम तोहार जवानी पालकी जइसन ढोइब...
Ram gave Ravi a book.,राम रवि के किताब देहले हऽ।
... there'soneotherthingIthink we should talk about. Not to sound melodramatic...,एगो अउर बाति हव जवने बारे में हमअ लगत हव हमके बात करेके चाही।
Return it to me.,येके हमके वापस करा।
Will he not come back soon?,का ऊ जल्दी वापस ना अयीहें?
Can you make me fool?,का तु हमके मुरख बना सकलअ ?
The streets were flooded.,सड़क पर बाढ़ आइल रहऽल।
I'm the guy who can get it for you.,हम हीं तोहरे खातिन जोगाड़ कइ सकत हईं।
"And the most important thing is that there is no noise, there is peace.",आ सबसे बड़ी बात रहे कि उहाँ कवनो शोरगुल ना रहे खाली शान्ति रहे ।
Will he return in a year?,का उ एक साल मे वापस अइहे ?
That's no answer.,ये कवनों जबाब ना हव
Will Hari buy a good book?,का हरि अच्छा किताब खरीदिहें?
"I was annoyed, still I kept quiet.",हम नाराज रहलीं तबौ शांति रखलीं।
I suggest that this rule be changed.,इ हमार सुझाव हऽ कि नियम बदल सकऽल।
How many people are living their life?,केतना आदमी आपन जिंदगी जी रहल हऊवन ।
I refuse to answer the question.,हम सवाल के जवाब देए से इनकार करत हईं।
"Man, you're gettin' cheap in your old age.",यार तू अपने बुढ़ापे में सस्ते मिल रहल हव।
We're going to make a new rule:,हम एगो नयका नेयम बनावअ जात हईं।
Was he in Berlin ?,का उ बरलीन मे रहने ?
Now!,अब!
What colour do you like?,कवन रन्ग तु पसन्द हउअ ?
I have two horses.,हमरे लगे दूई घोड़ा हऽ।
"He hasn't come, madam.",ऊ ना आयल हवॅ रजकुमारी।
We eat by seven in the evening.,हमहन क साझी क सात बजे खाईल जाला ।
Is he cooking rice?,का ऊ चावल बनावत हई?
What is there that I do not know?,उहाँ पर का बा जेकरा बारे में हमके जानकारी नईखे। ।
Let's go!,चला चल!
I like it although it's very expensive.,हमके इ पसंद हऽ हालांकि इ बहुत महंग हऽ।
Let me try if I can spin also.,हमके कोशिश करे द अगर हम घुमा सकी ।
"The file says that he is a dangerous culprit , but my memory says that he was an innocent , emotional but impassioned youth who was ready to die for his motherland.","फाइल कहत बिया कि इ एगो खतरनाक मुजरिम बा मगर हमरा दिमाग कहत बा कि इ मासूम जज्बाती मगर जोशीला मर्द था, उ अपना देश की खातिर मरे के लिए तैयार रहे ।"
That's all right.,की सब ठीक हव।
East Timor declared itself independent from Portugal on 28 November 1975.,पूर्व तिमोर अपने के पुर्तगाल से स्वतंत्र २८ नव० १९७५के घोषित कईलस ।
Thanks.,धन्नबाद।
I'm his lieutenant.,हम ओकर लफटीनंट हईं।
And she used to remain virgin.,आ उ कुंवारी रहल ।
Mahabaleshwar is cooler than Panchgani.,महाबलेश्वर पंचगनी से बढ़िया हऽ।
You must be eating a lot.,तोहके जादा खाए के चाहि।
I want you to call your father.,हम चाहत तू अपने पापा के फोन करा।
Now Junagarh is a famous place of Gujarat.,अब जूनागढ़ गुजरात के एगो प्रसिद्द स्थल हवे।
"I know, well--",हमें पता हव अच्छी तरह से।
Where is your book ?,तोहार किताब कहाँ हव?
"Munnabhai! Police has put the raid at Badkey ` s place, yet I am saving the money , this is today ` s ransom.",बड़के के अड़डा पर पुलिस क छापा पडल बा मुन्ना भाई! फिर भी हमहन क आपन माल वचावत हई जा इ रहल आज क हफ्ता ।
"I know you're good, but all that paper leaves a trail.","हमके पता हव की तू नीक हवा, अंडी लेकिन ई सब कगजे पे निसान छोड़ जात हवँ।"
"Go check out the Snowcat and the radio, and you'll see what I mean.","जा अउर सनोकैट अउर रेडियो क जाँच करा, अउर तुहके पता चली हमार मतलब।"
"Hey Rajesh! Come here, your father-in-law is a very interesting person.",अरे राजेश इहां आवज न इ जवन तोहर ससुर जी हवअ न बडा दिलचस्प इन्सान हवंअ
I understand you want a vacation.,हम समझत हईं कि तोहके छुट्टी चाही।
"Thing is, see I don't read so good.",बात ई हव....हम ओतना अच्छा ना पढि़ पाइत।
Everyone is laughing at me.,हर केहू हमरे पे हँसत हव।
Hunting tigers is a favourite sport in this country.,ये देश में चिता के शिकार कईल सबसे पसंदीदा खेल हवे।
Which boy knows which book Mary bought ?,कवन लईका के पता ह कि मेरी कवन किताब खरीदलस ?
It would be as easy as breathing with me.,हमरे संहे इ असान के रूप में आप सांस लेवे खातिन होई
Things are looking up.,हालत अब ठीक लउकता।
What is the traditional dress of Bhakti folk dance ?,भक्ति लोक नृत्य में कौन नरखा पहिरल जाला।
It'll be lots of fun.,बहुत मजा आई ।
What about-,लेकिन पेले...
Thank you for your letter.,तोरे पत्र खातिर धन्यवाद?
The train will leave from here in the morning.,इहां से ट्रेन सुबह में निकली।
When Sasuee and Punhoon met something inexpiable happened.,जब सैसुई और पुनहून मिलऽल तब रोचक भइल।
Was she there ?,का उ वहवा रहली ।
Those are not good.,उ सब अच्छा न हवें ।
"If you had worn a lighter jacket, the car driver would have seen you earlier.",हल्का जैकट पहनल रहतअ त गाडी के चालक तोहरा के देख लेतत ।
You're not gonna grow.,तू कबौ बड़ा ना होवा।
"If we boil water, it vaporises.",पानि के उबालब् त उ भाप बन जायी ।
Maigret will imitate Poirot with enthusiasm.,मैग्रेट बड़ा उत्साह से चित्र बना लिहें।
The rats gave us a great deal of trouble.,चूहावा बहुत बड़ समस्या दिहुवे ।
We learn a new language here for ten months.,हमहन क यहवां दश महीना खातिर यहवां एगो एगो नई भाषा सखली जा ।
Including her!,ऊ हो!
Kolkata is the biggest city in India.,भारत में कलकत्ता सबसे बड़ा शहर हवे।
There were many people in the library.,पुस्तकालय में बड़ा आदमी रहऽल।
In a fire?,आग में?
"If it's OK by you, I will leave early today.",तोहार साथ ठीक बा त हम जल्दी चल जयेब ।
Your dad would puke if he saw how you shit on his department.,ऊ तुँहके अपने बेभाग पे गन्दगी देखलअ की कइसे अगर तुहरे बापे के उलटी होई।
While traveling I had to put up with a good deal of discomfort.,सफर करत के हम असुविधा क कुल व्यवस्था रखी ऽल।
Who gave you the chocolates?,तोहके चोकलेट्स के देहलस।
Ravi didn't beat Ram.,रवि राम के नाई मरऽल।
Have the children laughed about the joke?,का बच्चा सब मजाक पे हंसल रहले?
"Drink boost and take rest, my son!",जूस पीआ अउर अराम करा लइको!
"Where do you think you're going, you cabbage head? We have to talk to your father!",तू कहाँ जा रहल हवा गोभी सिर?
"She will not sacrifice herself by being a daughter,sister and wife at every step.","वो बेटी, बहिन, बीवी बनकर कदम - कदम पर अपना के कुर्बान ना करिहें ।"
We came first to Delhi.,हमहन क दिल्ली खातिर सबसे पहिले आईल रहली जा ।
My arm ain't worth a damn.,हमरे हाथ में एगो दुकान के लायक ना हव।
What keeps you hanging around here?,तू एहवा कवनी बात में फंस गईल बाड़अ।
Sure?,यकीन
We are going to arrive at the airport.,हमनि एयरपोर्ट पहुंचतानि ।
I cannot express how sorry I am.,हम नाई बता सकींऽल कि हम केतना शर्मिंदा हईं।
Do you have bread ?,का तोहरे लगे रोटी बा ?
Is my carriage ready ?,हमार गाड़ी तईयार बा का?
"Késakichi, shut up and work.",केसाकिची’ चुप रहर अउर काम कर।
That’s what I call a good job.,का यह के हम अच्छा नौकरी कह सकेली।
This is as good if not better than that.,बेहतर न सहि त ठीक हऽ ।
I have forgotten my swimming trunks.,हम तैरे के ट्रंक्स भुला गइलीं।
It's an exciting story.,ई बहुते मजेदार कहानी बा।
The man is honest that's why the man is trusted.,आदमी ईमानदार होल एहि से आदमी भरोसा कर ल।
The trees were blown down by the wind.,पेड़ निचे झुक गये हवा के कारण।
"Don ` t make me more angry saxena, you have done it all, you are the root of all the problems.","हम के और गुस्सा मत द सक्सेना, सव कईल धईल तोहर हऽ सारे झगडाक जड़ त हवे ।"
I am about to leave this place.,हम इ जगह से जात हई।
Me either.,हम या केहू और।
An air-conditioned restaurant.,वातानुकुलित रेस्टोरेंट।
"Yes, I think this brother.","हऽ हं , इ त समझत हई भइया"
What did I tell you ?,हम तोहसे का कहलीं।
Does he want to divorce her?,का उ उनसे तलाक चाहत हउए ?
I can get it in a couple of days.,हमके एक दुइ दिन में मिल सकति हव ।
Get a lot written today?,टाजु काफी लिखला?
You can't go upstairs.,तू उप्पर ना जा सकत हवा.
"Because I went to work early, I found a good parking space.",काहे की हम जल्दी काम चाहत हइ हमके अच्छा गाड़ी रखेके जगही मिलल ।
You're acting like I just saw you last week.,हम अबहिन पिछले सप्ताह आपने देखा की तरह आप अभिनय कर रहल हव।
"No, you're not leaving!",नाहीं तू इहवाँ से ना जात हवा!
Rama came earlier.,राम जल्दिए आ गइल।
The novelist and poet is dead.,उपन्यासकार अउरी कवि दुनों लोग मर गईल बा।
This flower is full of thorns...,ई फूल कॉटन से भरल हव...
Tell me the news as you have heard.,हमके बताऽव जवन समाचार तू सुनऽल हऽ।
Do you know who did?,का तू जानत हऊ की के लिहलस?
Shame on you to use a poor cripple so!,तोहके एक गरिब अपन्ग काम मे लाये खरतिन शरम आवे के चाहि।
I found her an interesting partner.,हम ओके मज़ेदार साथी पइलीं।
You know what I'm trying to say?,तेके मालुम हऽ हम का कहेके कोशिश करत हई।
This could turn into a blood bath.,उहवाँ क पहिचान ना हव जेसे एक हम
"Sealed off, brick by brick.",सील बन्न। एक एक ईंटा ले।
Have you advised him?,का तु हमके सलाह दे चुकल हउअ ?
We have not sailed a lot.,हमहन क बहुते ना पवरली जा।
"I like to read, and I also like to write.",हमके पढ़ब और लिखब नीक लगऽल।
Which kind of room do you want ?,तोहके कवने तरह के कमरा चाहि ?
What is it?,इ का हव?
This is my book.,ई हमार किताब हवे।
You are flying a kite.,तु पतंग उड़ावत हवा।
Can you teach me diving?,तु हमरा के डाईविंग सीखा सकेलअ
Ram ordered him to go.,राम ओके जाए क कहऽल।
[Captain] Mask up.,(कपतान) उप्पर मुखउटा।
"I am very delighted to meet Prem today,now you also must send Rajesh Babu here.",आज प्रेम से मिलके बडा खुशी भईल एक बार राजेश बापू के भी इहवा भेज देई ।
"Anu, who is standing, is tall.","अनु, जे खडी बाडी, लम्बी हीय ।"
Once he came on the bank of a canal for hunting.,एक बार ऊ शिकार करे के खातिर नहर के किनारे पे अयिलन।
Here is the doctor who cured me of malaria.,ई उहे डाक्टर हवन जे मलेरिया से हमार उपचार कईल।
Will she not sing a song?,का उ एगो गीत गावत होइहे ?
Miss Marple is conscious of the problem.,मिस मारपल समस्या के लेके चौकन्ना हईं।
It needs to be done with care.,एके ध्यान से कईला के जरुरत बा।
Stop crumpling my upper cloth.,हमार दुपट्टा खींचल बन्न करा।
These signs speak well for the prosperity of the people.,ई लक्षण से लोग के समृद्धि के बारे में अच्छा से पता चलेला।
Alice would've seen if she wanted to make an army.,ऐलिस देखा की उ सेना के एक होई बनावल चाहत हव
There are no neighbours I can talk to,कवनो परोसी ना हवँ जेसे हम बात कइसकीं
I'm surprised they've let it go on this long.,"हमरे खातिन आश्चर्य के रूप में समय की अनुमति निम्नासुर हव, शायद उ येकरे पीछें हव"
Do you know her?,तू ओके जानति हऊ?
"He's a friend of yours, and Brooks is a reasonable man.","तू ओके चोट ना करत हवा, ऊ दोस्त हव, अउर बरुक्स समझदार हव।"
Immediately the Sultan hurries to his capital.,तुरंत सुलतान जल्दीबाजी में अपने राजधानी आ गयल।
Does John pronounce well ?,का जान निक से बोलत बोलत होइहे ?
You had to hear.,इ का हव?
Your book is not here.,तोहार किताब इहाँ ना हव।
What was the terrible deed done by the mariner?,नाविक काव सबसे बुरा कइलस।
The elephant was eating fruits.,हाथी फल खात रहे।
"Hey, we all need friends in here.","अरे, इहवाँ हम सबके दोस्त क जरूरत हव।"
"Anyways , search every nook and corner of the city and close all the ways to go out , it is very necessary for me to catch this man.","खैर शहर क कोना कोना देखो और बहरे जाये वाला कुल रास्ता बन्द कर द,ए आदमी के पकडल हमरे लिए बहुत जरुरी बा"
Put it out!,येके बहरे रक्खा!
I was going to eat the sweets but I saved them for my sister.,हम मिठाई खाए जात रहलीं लेकिन अपने बहिन खातिर बचा लेहलीं।
It does not work.,ई काम ना करेला।
I wrote the letter in his very presence.,हम ओके रहऽत में इ चिट्ठी लिखलीं हऽ।
All that I said had no effect on him.,कुल मिलाकर जवन कहलीं ओह पर कौनो असर नाई हऽ।
Didn't you go home ?,का तु घरे ना जाला?
We expect an improvement in business.,हमहन क व्यापार में सुधार क उम्मीद रखत हई जा ।
"""Get busy living or get busy dying. """,जियले में रमगल रहा चाहे मरले में लगल रहा।
I shall not go unless I am invited.,हम नाई जाइऽब जब तक हमके न्योता नाई मिली।
Where did boys go ?,लईका लोग कहवा गईने ।
Will my clothes get wet if it rains?,अगर बारिश होयी त का हमर कपरा गीला हो जायी?
It was a poem that John wrote.,ई ऊ कविता हवे जेके जॉन लिखले हवे।
Where's Jacob? Did he already...,कहवाँ हव याकूब पहिले से ही हव
They will start on Wednesday and will reach here on Thursday.,उ लोग बुधवार के शुरू करी आ बृहस्पतिवार तक इहाँ पहुची ।
I'm a writer.,हम एगो लेखक हईं
What did Calpurnia dream of?,कल्पूर्निया का सपना देखलस?
"Anything you say, Lloyd.","तू जवन कहा, लॉयड।"
"Brown was not feeling particularly happy that morning, and this may be the reason that he was glad of Mass’ company.","ब्राउस भिनहीं खुश नाई रहल, हो सकला कि मास कंपनी के कारण खुश होखे।"
"That is why I say , everything that happens , happens for the best, do one thing , join the office from tomorrow.","एहो से मो कहीला कि जवन होला अच्छे होला, तु अइसन कर की बिहान से आफिस पकड़ ले ।"
What are we gonna do about this?,हम लोगन एह बाटे में का करत हईं?
Please stay outside.,बहरे रहँ।
"Had he worked hard earlier, he would not have failed.",अगर पहिले मेहनत कराले रहतन त फ़ेल न होतन ।
Atrocious?,बहुत बाउर भयल?
"Accompany me in my death, Bhairava.","मुअत छन हमरे संहे रह, भैरवा।"
Please translate this.,एकर अनुवाद करा।
I might have gone to him.,हो सका ल ओके साथे जाई।
The fight only lasted five rounds.,पांच बार लड़ाई भइल।
"Had I known earlier that nonsense girls like you come here to study , I would have never come here.",हमके पहीले पता रहत कि यहवाँ पर तोरी जईसन वेशर्म लइकी पदे अबती सअ त हम यहवाँ कवो ना अवती
My mother went.,"हमार माँ गई,"
What's an item like this usually go for?,ई आमतोर से केतनी क आवत हऽ?
You would have gone.,तु चल गयल होबा।
Will you read this book?,का तु इह किताब के पढ लेब ?
I am leaving,हम छोड़त हईं।
The girls are dancing.,लइकी कुल नाच रहल हइ।
I'll come back later with a couple of sandwiches.,हम बाद में वापस आ जाइब कुछ सन्डबिच के संहे।
I have no enough cash.,हमरे लगे पर्याप्त नकद नाई हऽ।
Open here.,इहां खोलअ।
This tiger is a carrot-eater.,ई चिता गाजर खाए वाला हअ।
Yes.,हाँ
Rustam made twelve runs.,रुस्तम 12 रन बनइलस।
I live in this forest all by myself.,हम अपने आप इ जंगल में रहीऽल।
Do you have a television set ?,का तोहरे लगे टेलिफोनवा के सेट हउए ?
Ram was angry.,राम रिसियाइल रहऽल।
This one yes and this one no.,ई वाला हँ अउर ऊ वाला ना ।
Sometimes I go shopping with my mom.,कभौ कभार हम माई के साथ खरीदारी करे जाइऽल।
Could I borrow your bicycle ?,का हम तोहार साईकिल ले सकेलीं?
Omkar! Why are you sitting alone and quiet in this dark?,"ओमकार ए ओमकार ,अरे ए अन्हारे में काहे गुमसुम होके बईठल हउवा बेटा ।"
Will he ever forget my kindness?,का उ हमार एहसान भुला गईल होईहे ?
This work can be done.,ई कम कईल जा सकेला।
Bhairava will win!,भैरवा जीती।
Will Sita not go to market?,का सीता बाजार ना गईल होईहें?
What do you want from her?,तू ओसे का चाहत हवा?
You never know when friendship turns into love.,यार कब दिलदार बन जाय पते ही ना चलेका ।
We were listening to the radio all evening.,हमहन क साझी क रेडियो सुनत रहली जा ।
I should be surprised.,हमके चौंकेक चाही।
"My friend invited me to a party, but I do not want to go.","हमार दोस्त पार्टी में बोलइले हऽ, लेकिन हम जाए नाई चाहत हईं।"
We liked the jokers gimmicks.,हमके जोकर क चालबाजी पसन्द आ गईल ।
Is there fresh fruit in the market ?,का बाजार में ताजा फल हवे?
It seems too good to be true nevertheless it is a fact.,सच भइल नीक बा।
He will come like an erupting volcano.,ऊ एगो फटत जुआलामुखी जइसन देखाई।
What did you do?,तु का कइल ?
Rama is the oldest boy in the eleven.,रामा 11वीं में सबसे बड़हन लइका हऽ।
The Shawshank Prison Library.,सँासें क जेल कीताब घर।
"For the moment, Mr. Grady.","येह पल खातिन, सरी गरेडी।"
Mice with matches.,मंचो के संहे चुहा।
It's alright.,इ ठीक हव
Who's that?,ऊ के हव?
Ram made Ila teach the child a song.,राम इला के कहऽल कि लइका के गीत सिखाऽव।
When did you tell her that Bill is coming ?,तु उनके कब बतइब कि बिल आ रहल हउए ?
The committee decided the matter without leaving their seats.,समीति आपन जगह छोड़े बिना बात क निर्णय क देहलस ।
I was the first to arrive.,हम सबसे पहिले पहुंचल रहलीं।
"King, prayers must be over before this 8 planet gathering ends.","महराजा, ये एकट्ठा 8 गरहन के हटले से पहिले हमके पूजन करेके होई।"
This is what we do. You should be happy.,हम देखा एक संघ काम करय में सहमत हव
This happened.,ई भईल।
We are not working.,हमनि काम नईखे करतानि ।
I'm confused.,हम कुछ समझि ना पावत हईं।
I wished to sell it to you.,हम इ तोहके बेचे चाहत हईं।
"""l smell humans!",हम मनुष्य क गंध सूंघ लेइत हव।
Can you see me?,का तू हमके देखि सकत हवा?
You can park on either side of street.,तु सडकिया के ओर पार्क कइ सकल ।
I wash myself when I get up.,हम जब उठी ल त खुद तैयार होईऽल।
I work.,हम काम करीऽल।
As you are here you may as well see it.,जईसन की तु यहवा हउअ तु यहके ठीक से देख सकल हउअ।
Ravi has a very big burden.,रवि पर बहुत भारी बोझ हऽ
Does she use mobile?,का उ मोबाइल चलावत हई ?
Can you cut the vegetables without knife?,का तु बिना चाकू के सब्जी काट सकल ?
I like this part when she does that shit with her hair.,ईहअ हमार पसन्दीदा हींसा हव जब ऊ अपने बालन क सत्तानास कइ लेत हव।
Was she walking home?,का उ घरे चलत रहली ?
Who will believe her ?,के ओकरा पर विश्वास करी ?
What is the capital of the Republic of Ireland?,आयरैंड गणराज्य क राजधानी का हऽ।
I can write.,हम लिख सकी ल।
Will the owner sell the farm?,का मालिक फार्म के बेचिंहन?
My house is in the village.,हमार घर गांवे में हऽ।
My father is not at home.,हमार बाउजी घरे नाई हवें।
"I've been told the beasts there are all giants, just as they were in the dawn of time.",हम जानत रहली कि उ जायल चाहत रहल... इ अब तक नाह! अपने बोगि में रहा।
"I did my grocery shopping today, consequently, our cupboard is full.",आज किराना क हम खरीदारी कइलीं हऽ ऐही से अलमरिया भर गइल हऽ।
I am so glad to hear it.,हमके इ सुनि के बड़ी खुशी भइल।
I'm not sure which key.,हमके बिस्वास ना हऽ कवन चाभी हऽ।
Which man do you wonder when they will appoint ?,तोहके केकरे पर सक हव कि उलोग केके भर्ती करिहं।
"I had complete trust on you Chandan! I thought that if my love and affection has strength, I will definitely get you.","तोहरा बडा भरोसा रहे चन्दन: हम त समझत रहली , अगर हमरा नेह छोह में बक होई त हम तोहके जरुर पा लेइब ।"
What did I do?,हम का कइलीं।
And suppose he's innocent.,अउर मान ला की ऊ निरदोष हवअ।
I know the answer.,हमके उत्तर पता हऽ।
The papers were strewn about the room.,पन्ना के रुम में बिखेरल रहे ।
I gotta focus.,हाँ हमके लगत हव....।
"They used to look after the herd, cultivate their small piece of land and led a contended life.",उ सब झुन्ड देखेन आ छोटा जमीन बोयेन ओर विवादित जिन्दगी जियेन ।
No. We haven't.,"नाहीं, हम ना हईं।"
I bought a cycle.,हम एगो साइकिल खरीदली।
They will be with you until you're alive...,"जब ले तू जिअत हऊ, ऊ सब तोहरे संहे रही...."
How many useless newspapers will you study?,तु केतना बेकार अखबार पढबअ ?
Will you have story book?,का तोहरे लगे कहानी के किताब बा ?
Relax.,सान्ती रक्खा।
That's great!,ये बढि़या हव!
My dad used to say that a man bows his head only in front of three women.,हमार पापा कहत रहे कि मर्द का सिर सिर्फ तीन औरतन की सामने झुकेला
The boy reading a book is rich.,लईका जवन किताब पढ रहल बा धनी ह ।
"Ah, Inspector--","आह, निरीछक"
Rani came out of the room.,रानी कमरा से बाहर आ गइऽल।
No one with black clothes be allowed to enter the fort.,काला कपड़ा पहिनल केहूँ के भी किला में प्रवेश करे के अनुमती न मिली ।
Is this mango ripe or unripe ?,ई आम पाकल बा की कच्चा?
Will she have been praised by her mother ?,का उनकर बड़ाई उनकी माता के द्वारा कईल जाला?
I want to purchase a colored T.V.,हम रंगीन टीवी खरीदे चाहत हईं।
Elias isolates himself a lot.,एलियास खुद को बहुत अलग रखत हव
I think playing hide and seek with me in public is your intention...,हम सोचत हईं हमरे संहे लुका छिपी खेल रहल हऊ लोगन में तोहार मतलब हव...
Elmo Blatch.,एल्मो बलाच।
Will Bill be staying?,का बिल रुकिहें?
Either of these roads leads to the railway station.,ई सब रास्ता रेलवे स्टेसन जाला।
I've been very clear on this point.,हमके लगत हव की हम एह बाती पे बहुत साफ हईं।
A major feature of the fort and palaces is the superb quality of stone carvings.,किला व महलन के मुख्य चित्र पत्थर नक्काशी के महानतम गुण ह ।
Anil sells elephants and horses.,अनिल हाथी अउर घोडा बेचे लन ।
No other planet is so big as Jupiter.,कवनो अन्यगृह एतना बड़ ना ह जेतना कि बृहस्पति ।
I am sending a letter.,हम चिट्ठी भेजत हईं।
We are in fact a multicultural society.,हमन वास्तव में बहुसांस्कृति क समाज हईं।
I have travelled many hundreds of miles with them.,हम ओकरे साथे कई सौ किमी चलले हईं।
What is the time for games?,खेलेऽक समय का हऽ।
You may displease him.,तु ओके दुखी कर सकला।
"Come on, hon.","चलो छोड़ा, हॉन ।"
Thank you much.,बहुत धन्नबाद।
Excellent!,बहुत बढ़िया।
I can't believe you said that.,हम तुहके विस्वास ना होत की कहले
Has Stephen gotten back yet?,इसटीफन् अबहिन ले वापस मिल गयल हव।
"If I decide anything is mine,",अगर हमके कवनो चीज पसन्न आइ गइल
We had given her an apple.,हमहन क ओके सेव देहले रह्ली जा।
It was much regretted that he was absent.,ई बात के बहुते अफसोस रहे कि ऊ अनुपस्थित रहलन।
You did what you had to do.,आपके का करअ के रहल कइले रहला।
