en,bho
You are the third person to ask me that.,तु तिसरका अदमी हवा हमसे उ पूछ वाला।
What is the expression on the face of the statue?,मूर्ति क चेहरे क भाव का हऽ।
What I mean is you're not a very good thief.,"हमार मतलब हव, तू कवनो अच्छा चोर ना लगता सायद तोके कुछ अउर परयास करेके चाही।"
Am I blaming you?,का हम तोहके दोष देत बानी?
Can he praise you?,का ऊ तोहार प्रशंसा कईलें?
You look more like your father.,तू अपने बापे जइसन देखात हवा।
We used to read.,हमहन क पढे क कोशिस कईला जा।
Albert has been playing squash.,अल्बर्ट स्क्यायस खेलत रहे।
I shot an arrow into the air.,हम हवा में तीर चलइलीं।
We're sorry.,अदमी (रेकार्डिंग पे):
It seems only reasonable to ask students to buy a dictionary.,छात्रन से शब्दकोश खरीदला के बारे में कहल उचित हवे।
Your whole day would be wastage.,तोहार पुरा दिन नुकसान होइ।
It is better than yesterday.,काल से आज अच्छा ह ।
It is a story about a boy whose parents got divorced.,ई कहानी ओ लड़का के बारे में बा जेकर म-बाप तलाक ले लेले बा।
Will you keep your promise?,का तू बचन ना निभइबा?
I'm not busy at all.,हम बेलकुल बेस्त ना हईं।
This is the oldest temple in Kolkata.,कलकत्ता में ई सबसे पुरान मंदिर हवे।
And you will teach the boy lt's not long to the festival,अउर तू लइका के सिखइबू । तिउहार में अब समे ना हव।
McCaffrey!,एम सी केफरे।
"To act thus is not wisdom, but folly.","ए प्रकार से व्यवहार कईला के मतलब मुर्खता होला, हुशियारी नाहीं।"
Nothing.,पूछा मत।
Can you accept it?,गंध हमे परेसान ना करत।
Look at me.,हमरे तरफ देखा।
This bunglow is larger than that.,ई बंगला उ बंगला के अपेक्षा बड़हन बा।
The trouble is that some people will criticize if they know,दिक्कत इ हव की केहू लोगन के अगर पता लगल त ऊ आलोचना करिहँ
I live in village.,हम गांव में रहीं ल।
The dog jumped.,कुत्ता कुद गईल ।
"No charge to you, Mr. Torrance.",तुहरे पे कवनो अराप सूरी टॉरन्स।
I cannot drink too much tea.,हम ढेर चाय नाई पी सकी ल।
"Hey, you want to buy or touch?","अरे, तुहके खरीदे के हव कि छुएके?"
"If I am poor, yet I am honest.",अगर हम ग़रीब हईं त ईमानदार भी।
How many patients have lived their life?,केतना रोगी आपन जिंदगी जियल न ।
"Really, it is a mini Japan.","सच्ची, इ छोट जापान हऽ।"
Did you follow her?,का तू ओकर पीछा कइला?
I don't like it.,हमके इ नाई नीक लगऽल।
You can't just make a person up.,"एंडी, तू अइसहीं एगो बेकतिना बना सकता।"
Will she have been laughed at by your friend?,का तुहके अपने दोस्त पर हसब ?
Will he come on Sunday?,का ऊ रविवार के अयिहन?
Get lost.,भाग इहवाँ से
Shyamlal! You have become so blind in your selfishness that you cannot even see your profit.,श्यामलाल! तु अपने लाभ मे एतना आन्हर हो गईल हवअ कि तोहके अपने फायदा क बात भी ना दिखाई देत हअ ।
How many birds do you keep?,तु केतना चिडिया के रखत हउअ ?
What do we need?,हमहन के का जरुरत हवे ।
The vizier was a wealthy man.,विज़ीर बड़ा धनी मनई रहऽल।
A momentary loss of muscular coordination.,पेस कइले दबाब लगूवले मिलवल क छन भरक बेतालमेल।
I shall give him money when he comes to Delhi.,उ जब दिल्ली आई तब हम ओके पइसा देब।
Someone has picked my pocket.,कौनो हमार पाकेट चुन ले ले बा ।
"Unlike. I won't be, you know... warm.",हम अउर ना त अब गरम हवा इ उ गंध ना होई
"As the meat got cooked, they started repenting.",जइसे मीट बनल तइसे ओन्हन पछताए लगल।
What do you think it's used for?,केकरे खातिन इस्तमाल करत हव?
Did you enjoy reading this book?,का तु इ किताब के पढले के आनन्द लेतबाड ?
This question will be discussed at the meeting tomorrow.,ई प्रश्न पे कल के सभा में बहस कईल जाई। ।
Mohan thought of the child.,मोहन लइकन के बारे में सोचलस ।
I will look into the matter.,हम एह मामले में देखऽब।
Your brother is very much like to his father.,तोहार भाई तोहरे बाप जइसन हव।
Never go for the obvious kill. They'll be expecting that.,खो जाइ उम्मीद हव की देबा अउर आप
This girl says she'll serve herself up to you instead of the spics.,ई लइकी ऊ खुद आपके उप्पर के अलावा महकउवा - सुगंधित द्रव्य लगावत हईं कहति हव ।
Look for it yourself.,खुदअ देखा!
"I never have hurt anybody, and never will.",हम केहू के कभौ न नुकसान पहुंचऽवली न पहुंचाइऽब।
You tell names of the twelve months.,तु बारहो महिना क नाम बतावा।
I hope that I shall be there in time.,हमके लगऽत हम समय से पहुंच जाइऽब।
From where have you come ?,तु कहा से अइला।
Much the same,अइसनअ।
"I have been sitting here since two o’clock, there is no sign of the doctor.",हम इहां दूई बजे से बइठल हई लेकिन डॉक्टर के कौनो पता नाई।
I did not wish to miss.,हम भूले नाई चाहत हई।
Nature will recognise you both before you can recognise yourselves.,ई करामात आप दूनो के अपने आपके पहिचनले से पहिले एक दुसरे से मिलवाई।
I liked acting and music.,हमके एक्टिंग और संगीत पसंद हऽ।
You're even uglier up close.,करीब से तू अउर भी भद्दा हवा
Local beaches should bejammed.,असधानी समुन्दर टट जाम होखअ के चाही ।
I got to change reels!,हमके रील बदलअ के हव।
Thank you!,धन्नबाद।
How many tomatoes do you have?,तोहरे लगे केतना टमाटर हउए ?
Go.,चला।
My brother met a woman.,हमार भाई एगो मेहरारू से भेंटाइल।
Is it a small school?,का ई छोट विद्यालय बा?
I am glad you like it.,हमके खुशी हऽ कि तोहके इ पसंद आइल।
Have you heard that Rama has won the prize ?,का तु सुनल कि रामा पुरस्कार जीत गइल ?
From National Travellers.,नेशनल ट्रेवलर्स से।
Why should I believe you? So I can end up in here with you?,तोहार बिसवास कइके अपनो तोहरे जइसन हाल करीं?
How many branches have this firm?,ए फार्म में कगो ले शाखा बा?
How did you find the food ?,तु भोजन कइसे पइलअ?
Somebody hit the maid of the woman who was talking on the phone.,उ औरत केनौ करानी के केहूँ मारदेलह जब उ फोन पर बात करत रहे ।
"Been away, but now I'm back.",दूरे गयल रहलीं लेकिन अग हम वापस आइ गयल हईं।
I saw him at the baker's.,हम ओके बेकर के इहां देखली।
I know more about fire than all of 'em.,हम ओनसे अधिक आग के बारे में जानत हईं।
"Mahesh! Stop there, I can arrest you and shoot you when needed as per my duty.",महेश रुक जा हमार फर्ज इहे कहता कि तोहके गिरफ्तार करी और जरुरत पडला पर गोली मार दी
How're you getting on?,"हाय, कइसन चलत हव?"
Kill.,मारि डाला
"Though the war is over, there is much discontent.","यद्यपि युद्ध ख़तम हो गईल बा, लेकिन फिर भी लोग में बहुते असंतोष बा।"
"Let me come in, or I will break down the door.",हमके अंदर आवे द या हम दरवाजा तूर देब।
"Yeah, there you go.","हाँ, उहवाँ तू जा।"
Can I take you home ?,का हम तोहके घरे ले जा सकेलीं?
It was not working.,ई काम ना करत रहे।
You three hurry back home and be quick about it. All right.,तु वापस घरे जा।
We cannot accept children above the age of ten.,हमहन क दश साल से ऊपर की लईकन के ना ले सकल जाला ।
I didn't want you to spending you're money.,आपन पइसा आप खरच ना कइले हवा।
What can I say?,हम का कहि सकत हईं?
"Sanskrit, as well as Arabic, was taught there.",संस्कृत के साथे अरबी वाला पढ़ावल जाऽल।
The rooms are reserved for you in Hilton hotel.,तोहरे खरतिन हिल्टन होटल मे कमरा बचा रखल हउए।
"The main crops here are rice, cotton and dates.","इहां के मुख्य फसल चावल, सूत अउरी खजूर हवे।"
"If I was a good cook, I'd have invited them to lunch.",हम अच्छा खाना बनावे जानत रहतीं त उनके खाना पे बुलयतीं ।
My brother mended the window.,हमार भाई खिड़की सही कइ देहलस।
I think we should discuss what should be done with him.,हमके लगत हव की हमके चरचा करेके चाही की ओकरे संहे का करेके चाही।
"Tell him to leave me, sir.",किरिपया साहेब हमके छोड़ेके कहिहँ
Old man's crazy as a rat in a tin shithouse.,बुल बुढऊ अइसन पगला गइने जइसे चुला के ऊपर गोढ रख देहल।
Who did you say came ?,के कहले तोहके आवे के ?
"And when you blow your nose, use a handkerchief.",टापन रूमाल क उपयोग करय के याद रखा।
Axocet may harm your liver .,अक्सोसेट तोहरे लिवर के नुकशान दे सकत हऽ ।
I'm not leaving this place!,हम इ जगह ना छोड़े जात हई!
"Finally, a PC processor that's a one time investment.","आखिर में, एगो पी सी प्रोसेसर जेपर एक बार निवेश कईल गईल। ।"
I wil send the files as early as possible.,हम फाइल जेतना जल्दी होई भेज देब।
We were terribly late.,हमहन के बहुते लेट हो गईल रहे।
My wishes are with you.,हमार शुभकामना तोहरे साथे हऽ।
Will he have done the work?,का ऊ कम के क लेले होईन्हें?
Their sizes aren't matching their food habits.,ओनकर देहिं - सरीर ओनके खइले के धारी से मिलत ना हव
#And everybody watching knows#,#अउर हर केहू देखत हव # आपई # उमेद ना # जानता ।
Don't all speak at once !,सब एक बार में न कहा।
Where are you going now?,अब तू कहवाँ जात हऊ?
How many people are clapping?,केतना आदमी ताली बजा रहल हऊवन ।
You should buy a novel.,तोहके उपन्यास खरदे के चाहि ।
I owe her 50 lire.,हमके ओके 50 लीरा देवें के हव ।
Why did you beat him ?,तु उनके काहे पिटल ?
Did you get on the bus ?,का तु बस के पउल ?
What happened then?,फिनू का भयल?
Certainly you are wrong.,जरुर तु गलत हउअ ।
I can’t go swimming.,हम तैरे नाई जा सकीऽल।
Let go.,चलत हईं।
I knew your father too.,हमहूँ के अपने बाप क पता रहल
Believe us.,हमहन प विश्वास करअ ।
Stay away!,दूरे रहा!
but we could never argue with the numbers because they're airtight.,ई हव कि हम सभे बकवास हईं पता हव की सवेजेक के रिपोट क एगो परती हव।
How many more lies?,अउर केतना झूठ?
Do you have elevator in your apartment ?,का तु अपने कमरा मे लिफ्ट बा ?
"[Stephen] Get it on your shoulder, Probie.",(इसटीफन) अपने कान्हे पोरबी पे मिलती।
I have to send him money every month from here.,हमके इहां से ओके हर महीना पइसा भेजेऽक पड़ी।
Did you?,का तुहके?
Years I got.,"खयर, सालन हमरे पास हव।"
This calendar is for 1986.,ई कैलेंडर 1986 खातिर हवे।
I may not come tomorrow.,हम बिहान नाई आ पाइऽब।
They are not calling us.,ऊ हमनी के नईखे बुलावत।
The man walked home.,आदमी घर घूमलस।
They aren’t working hard.,ऊ सब मेहनत नईखे करत।
You ask,तू मांगा.
Ram is a regular user of the library.,राम रोज लाइब्रेरी क इस्तेमाल करऽल।
"Come on, get up.",चला उठा!
"Sam keeps him home studying, but he's chomping at the bit.",सैम ओके रखत हव घर का अध्ययन हव लेकिन उ बिस्तर से कुद गयल।
So I couldn't get into the train.,येही से हम ट्रेन में ना चढ़ पवनी।
Prem! Along with Kaka Jee we all have dreamt together for you that you prosper a lot and earn good name.,प्रेम !काका के संघे संघे हम सब एगो सपना देखली कि तु दुनिया में खूव तरक्की करअ खूव नाम कमा
So this big-shot lawyer calls me long-distance from Texas.,"त, ई बड़ा वकील हमके टेकसास से लम्मी दूरी क काल करत हव।"
You really are.,तू सच में हवा।
Folks around this joint love surprise inspections.,इहवाँ ई अचंकअ देखल पसन्न करत हवँ।
I am an advocate.,हम वकील हई।
What man has done man can do.,जवन आदमी कइलस उ उहै कई सकत रहल।
"Fill the water whenever you wish when there is a tube well installed at your doorstep, but pull the bucket now, even I need to fill my bucket.","अरे जब तोहरी द्वारा ट्यूवेल लग जाई जब भी मे आई पानी भर लीहअ पर अब त बाल्टी खीचअ, हमके भी त भरेके हअ ।"
They weren't home. I parked in the turnout and waited.,"ऊ घरे पे ना रहलँ, त हम सड़क के किनारे खड़ा रहलीं।"
I regret but I am compelled to deny.,हमके अफसोस ऽब लेकिन हम इनकार करे के मजबूर हईं।
Book?,किताब?
Bad ass... You're gonna be one tough little newborn.,सिरफ हव की आप बुराई को दूर
The college opens on 23rd June.,विधालय 23 जून के खुलेला ।
"My father, who is a schoolmaster, is fifty years old.",हमार बाउजी जवन स्कूलमास्टर हवें 50 साल क हवें।
"She did not want you, well done!",ऊ तोके छोड़ दिहल ठीक कइलँ!
Srikakulam?,सिरिकाकुलम्?
That part doesn't last forever. I want you.,भाग-इ हमेशा खातिन ना हव पिछला
How ya doin'?,फिनू कइसे हवा?
People speak English all over the world.,पूरी दुनिया क लोग अंग्रेजी बोलेऽल।
25 rupees for an hour.,एक घंटा के 25 रुपिया।
I live in Kolkata.,हम कोलकाता में रहीं ल।
A famished traveller was toiling over the desert.,एगो भुखायिल आदमी रेगिस्तान में मेहनत करत रहे।
My study-cum-bedroom is not clean.,हमार पढ़े और सोए वाला कमरा साफ नाई हऽ।
"Willie, you owe me a brew!",बिली आप हमें एक काढ़ा देत हव।
Marry arrived exhausted at the party.,मैरी पहुंचल पार्टी में थक गइल।
Nothing happened to him.,ओके कुछ ना भयल
All the generals of Allaudin refused to fight.,अल्लाऊद्दीन के सेनापति सब लाडे से मना कर देयीलन ।
Marriage?,सादी?
The boy was too old for a whipping.,लइका सजा करतीन बहुत पुरान रहल।
I only watch favourite programs.,हम के जौन नीक लगा ल उहे कार्यक्रम देखी ल।
It wasn't exactly an easy alliance.,इ गठबंधन ना त असान रहल
There are a few boys in our class.,हमरी कक्षा में कुछे लईका हवं स ।
A light rain fell last night.,एगो हल्का बारिश अंतिम रात्रि के भईल रहे ।
Marry has given her book to Jim.,मैरी आपन किताब जिम के दे देहलस।
"Forgive me, Bhairava.",हमके माफ कइ दाख् भैरवा।
Listen to me.,हमार बात सुना।
[Alarm Ringing],(अलारम बज)
There is a clock on the table.,मेजे पर एगो घड़ी ब।
Let's all go to the spilloon!,च्ला सभे सैलून के पास जा।
Maybe they got their radio turned off or they can't hear it.,सायद ऊ आपन रेडिओ बन्न कइ दिहलँ चाहे ऊ एके ना सुनि सकत हवँ।
"I had told you not to betray my trust , I had taken your promise, yet you betrayed me.","हम कहले रही हमरा भरोसा के शर्मिंदा मत करिहअ, मो वादा कइले रहली तोहसे, फिर भी तु भुला गईलअ ।"
You see how he took that fire?,आप कइसे देखत हवा की आग ले लिहले हव?
I usually practise my swing for 10 minutes.,हम आमतौर पर 10 मिनट तक झूले क अभ्यास करींऽल।
We were having a joke.,हमहन क एगो किस्सा कहत रहली जा ।
How will you welcome us in the marriage if you will feed us this much here itself.,अगर इहवे प सव खिअ देवु त वियाह मे का खातिर करु
I forget his name.,हम ओकर नाम भुला गइलीं।
I have to write and send an article for the seminar on Sindhi Literature.,हमके सिंधी साहित्य के गोष्ठी पर एगो लेख लिखेऽक और भेजेऽक बा।
I know a woman who has two children.,हम उ औरत के जानीऽल जेकरे दूई बच्चे हवें।
The girl in white churidhar...,"ऊ लइकी, सफेद कपड़न में"
And please your introduction?,आ कृपया आपक परिचय?
Untill my heart stops beating.,जब हमार दिल की धड़कन बंद हो जात हव तब भी
There are the famous caves in Ellora and Ajanta.,एलोरा आ अजंन्ता में प्रशिद्ध गुफा हऽ ।
No one knows when he went.,केहु नईखे जानत उ कब गईन ।
You're so tiny; do the other boys tease you?,"तू इतना छोट हवा, का दूसर लइका तुहँ तंग करत हव?"
What does this tell you about his character?,ई उनकी चरित्र के बारे में का बतवलन?
That it why I thought that only you are the right person to look after that house and remained quiet.,एही से हम सोचली कि घर के देखे सम्भाले खातिर एक तु ही हई और केहु दुसर ना बा ।
When are you supposed to go to Sindhunagar ?,तु कब सिंधुनगर जाए के सोचत हवा।
Didn't you go to Bhuj ?,का तु भुज ना गइला?
The food is difficult to digest.,येह खाना पचयिला में बड़ी दिक्कत होई ।
My exam is in March.,मार्च में हमार परीक्षा हऽ।
We were not sent into the world simply to make money.,हमहन के खाली पैसे बनावे खातिर दुनिया में ना भेजले हवे।
How many children are playing a game?,केतना बच्चा खेल खेल रहल हऊवन ।
I have one word for you.,हमरे पास तोहरे लिए एगो शब्द ब।
There are 52 alphabets in Arabic Sindhi script.,अरबी सिन्धी लिपि में बावन (52) अक्षर ह् ।
Will he be watching TV?,का ऊ टीवी देखत होईहें?
The lesson begins early.,सबक जल्दी शुरु हो गइल।
Did you watch Independence day programme on T.V. in the morning today?,का आज सबेरे टी.बी. पे तू स्वतंत्रता दिवस के कार्यक्रम देखलअ हअ?
I had a pen.,हमरे लगे कलम रहऽल।
"""Thou shalt crawl on thy belly. """,अपने पेट पर चलल करा
Ouch!,आह्ह!
Mahesh! You are under arrest.,"महेश , तोहके गिरफ्तार कईल (पकडल) जाता ।"
What are the instruments played during folk dances ?,लोक नृत्य के साथ कवन बाजा बजत रहऽल।
"Kitchen, walls, roof, everything will be done","रसोई, दीवार, छत, सब कुछ कयल जाईं।"
"If we don't get him back soon, he doesn't have a chance.",अउर अगर इ आदमी हमनी के जल्दीये वापस नइखे मिलत हऽ त बहुत देर हो जाऽइ।
One of 'em found Beth.,ओमें से एगो बेथ पवलीं।
"Dumb shit, what do you think the government will do to me?",गधे तोहके का लगत हव सरकार का करी हमरे संहे?
Hon?,हॉन?
Pull it off.,एसे खींच ला।
"If you make such a mistake, I will be ashamed.","यदि गलती कइला, त सरमिन्दा होबा।"
Tell me another,कुछ दूसर कह ।
Let's go.,च्ला चलत हईं।
Is my cap ready?,हमार टोपी तइयार हव?
They'll give you what you need.,जवन जरूरत होई ऊ तुहके दे दिहँ।
Kounru told her that once she was also a princess like her.,कौनरु बतऊवे कि एकबार उहो ओकरा जईसन राजकुमारी रहुवे ।
My name is Kaushik.,हमार नाम कौशिक हऽ।
How nice,केतनी नीक।
We have to go to the meeting.,हमके बइठक में जायेके हवा।
"Bauji Raj is my life, I cannot live without him, please let me go with my Raj.","बाबूजी राज हमार जिनगी हऽ हम उनकी वगैर ना रही पाईव बाबूजी, बाबूजी हमके हमरा राज के लगे जाये द ।"
The camel pushed his head into the tent and asked to be allowed to warm his nose.,ऊंट टेंट के भीतरी आपन सिर डाल के ई पूछा की हमके भी अंदर आवे देहल जाव आपन नाक गरम करे के खातिर।
Let me tell you about Ronald.,हमके रोनाल्ड के बारे में बतावा।
Sir?,सरी परसिद्दू साहब?
Those people would come to our house often.,उ जन हमरे घरे आवत रहेनजा ।
Raju brought books.,राजू किताब ले के आइल।
I shall not go but I am invited.,हम नाई जाइब हालांकि हमके न्योता मिलऽल हऽ।
What a delicious flavour these mangoes have !,का इ आम के बढिया लगत हउए !
"I started eating an apple every day at lunch, but George, who loves his junk food, continues to eat chips.","हम दोपहर के खाना में एक सेब रोज खाए शुरू कई देहले हईं, लेकिन जॉर्ज जवन जंक खाऽल आपन चिप्स खाऽल।"
"The clown frightened the little girl, and she ran off screaming.","जोकर छोटकी लइकी के डरइलस, लइकिया चिल्लात भाग गइल।"
I knew who did it.,हमके पता हऽ इ के कइलस हऽ।
I called at your house yesterday but you were out.,हम तोहरे घरे बुलावे गइल रहलीं पर तू बाहरे रहऽल ।
How is your business going on ?,तोहार व्यापार कइसन चलत हव?
"Don't start. Everybody makes choices, you gonna have to accept mine.",हर केहू ना विकल्प बनावे शुरू होत हव सिरफ हमार हव स्वीकार करय खातिन
I don't want to lose it.,हम एके खोवलना चाहत हईं.
I want to play with my Dad but he is not fit today.,हम बाऊजी के साथ खेले चाहत रहलीं लेकिन ओनकर तबीयत आज ठीक नाई बा।
The shakespeare's book (Juliet Ceaser) represents the facts of life.,शेक्सपियर के किताब (जूलियस सीजर) जिंदगी के हर रूप के प्रतिनिधि हऽ।
This old man is sitting in Ram's office.,ई बुढा आदमी राम के ऑफिस में बईठल हवे।
"So, you've eight concubines?","त, तोहरे आठ रखौलिन हईं?"
"Part that counts, anyway.","जवन जरुरी हऽ, वइसे भी।"
"Ellen was calm after the accident, but Jane was very nervous.",इलेन घटना के बाद शान्त रहे लेकिन जेन भयभीत रहे ।
I felt tired but happy after the journey.,हमके थकऽल रहलीं लेकिन सफर से खुश हईं।
Who is she?,के हव ऊ?
Ram did his homework and exercise.,राम आपन होमवर्क और अभ्यास कइ लेहले हऽ।
Jennifer can't say enough.,जेनिफर भरपूर ना कइ सकतँ।
You can look.,तू देख सकत हवा।
Since when?,कबसे?
Being intelligent is not a sufficient condition for being a teacher.,बुद्धिमान् होना शिक्षक बने खातिर पूर शरत नईखे ।
Your son makes no progress in his studies.,तोहार लइका पढ़ाई में तनिको विकास ना करला।
How often do you go swimming?,तु केतना बेर तैरे खरतिन जात हउअ ?
Where have you sent your mother?,तु अपने अम्मा के कहा भेजले हउअ ।
You informed them.,तु ओनहन के बतावा।
The quality of the mangoes was not good.,आम के गुणवत्ता ठीक ना रहे ।
The match starts at 9 o' clock.,मैच 9 बजे शुरू होई।
"He's going through a really tough time right now, His Dad's really worried about him.","ऊ अब सही समय से चलि गयल हव, एक सव हव मुसकिल साधन, ओकर पिता बहुत चिन्तित रहलँ।"
I haven't seen Kumar this week.,हम कुमार के ए हफ्ता नाई देखली।
That's fine.,"हँ, उलमन!"
Not in this office not anywhere.,"येह कर आलय में नाहीं, कतों नाहीं! अब इहवाँ से जा।"
Will he teach us?,का ऊ हम लोग के सिखईहन?
Will you please purchase a ticket for me as well?,का तु किरपा कइके हमरे खरतीन टिकट ले लेबअ जइसन ठीक लगे ?
He didn't say that!,ऊ ई ना कहलँ?
I am as tall as her.,हम ओकरे जेतना लंबा हई।
Thus he was seriously injured.,ए प्रकार से उ बड़ा बुरा जख्मी हो गयल ।
Obtuse.,बुद्धू।
"Then would you agree to go to school? Tomorrow, Pelle? Huh?","त तुहँ कल स्कूल जायेके होई, पेले?"
Damn it!,अरे!
I won't let them. I'm going to end the Cullen clan.,हम काउन ना देबे कले नाव ओके नष्ट कइ देई
Has the teacher explained the tenses?,का ध्यापक काल के बारे में बता देने बाड़अ?
It is kind of you to help us.,ई तोहर महानता बा कि तू हमनी के सहायता कईलअ।
This is a museum that we visited last year.,ई उहे संग्रहालय हवे जेके हमनी के पिछला साल देखले रहनी सभे।
"Donald Cosgrove, Jeffrey Holcomb, and Alan Seagrave... to create a phony manpower study.","डोनालड कासगोरोभ, जेफरी होलकम्ब अउर एलन सीगरेभ.....एगो नकली जनसकती अधिअयन बनावे खातिन।"
Just a stranger.,हमके ओकर गंध पहचान ना हव
I got no choice.,हमके कवनो उपाय ना मिलल।
It was snuffed.,ई सनफड गयल रहल।
Is this pencil hard or soft ?,ई पेंसिल कठोर बा की नरम?
Get sugar from the nearest grocer.,पजरिए पंसारी के यहां से चीनी ले आवा।
"""As soon as possible?""",जेतनी जल्दी होइ सके’।
"After an infection, fluid may stay in the middle ear .","संक्रमण के बाद, मवाद काने के बीच हो सकऽल।"
No body has seen her smile.,केहूँ व्यक्ति ओकर हँसी न देखले ह ।
And Kesa?,अउर कइसन?
How did I know what?,हमके कइसे पता रहल?
I came to tell you that I found Indu.,हम त तोहसे कहअ आयल रहलीं कि हमके इन्दू मिलि गइल।
Did you buy a round trip ticket ?,का तु चारो ओर के यात्रा टिकट खरिदल ?
Was Rinki absent from class ?,का रिंकी कक्षा से अनुपस्थित रहुई?
Thanks.,धन्नबाद ।
I'll even mail them for you.,हम ओनके तोहरे खातिन भेजूं देब।
Radha came at 5.00 pm.,राधा पांच बजे आइल।
The salt merchant saw you.,नमक बेपारी तुहके देखले रहल।
We sold the books to raise money.,हमहन क पैसा जुटावे खातिर किताबन के बेच दीहली जा ।
My sister lives in Dubai.,हमार बहिन दुबई में रहे ले।
I'm not lying.,तू झूठ काहें बोल रहल हईं
Anu knows what is to be done.,अनु जान ताडी का करे के बा ।
Ninety three!,तेरानबे!
This story is false.,ई कहानी गलत बा।
Dad...,पिता जी....।
He is tense and the reason behind his trouble is the upbringing of the baby.,"भितरे ही भीतर ओके चिन्ता खात वा, और ओकर परेशानी क वजह मुन्ने क देखभाल वा ।"
Honey what's wrong?,हनी...का भयल?
"""Cattle Drive Mobile Log Cabins.""","""मवेसी डराइब मोबाइल पर बेस करे केबिन।"""
Point me where you started.,हमसे सुरू से बात आप कहाँ।
Merry Christmas!,हमार किरसमस
You have no sense.,तोहरे पास दिमाग ना हव।
I didn't think it was true.,हम नाई सोचत हई कि इ सही हऽ।
Can you use knife to cut the fruits?,का तु फल कटले मे चाकू के प्रयोग कर सकलअ ?
Oh my god! the way you are calling out Chaubepur again and again seems fishy.,अरे बाप रे तु त अइसे चौबेपुर – चौबेपुर कहत हवअ जइसे तोहार पराण ओहीजअ बा ।
It is not normal for this child to have fever.,ये बच्चा के बुखार के भईल सामान्य बात नईखे।
This is not the first time they do that.,इ पहिली बार ना हव उ अइसन ही करत हव।
We will do the work as well as we can.,जितन अच्छा कर सकब हमनि काम करब ।
At weekends I like to sleep late.,सप्ताहांत पर हमके देर से सुतल नीक लगऽल।
[Horn Blast],हारन विस्फोट।
"One day when Sasuee was asleep and brothers were revelling Punhoon's brothers""conspired to intoxicate him to the extent of unconsciousness.","एक दिन जब ससुई सूत गईल रहली भाई पुन्हूं के भाई सब के खुश करत रहलन त ""ऊ बेहोशी के सीमा तक ओ लोग नशा देवे के साजिश कईले रहने।"
I decided to throw a party.,हमके पारटी क फइसला करे खातिन एगो फेंक देत हवॅ
Can I learn Marathi ?,का हम मराठी सिख सके लीं?
Does her mother rest now?,का उनकर मम्मी अब आराम करिहन?
I can speak a little bit Sindhi.,हम थोड़ा बहुत सिंधी बोल सकी ल।
Do you have good novels ?,का तोहरे लगे बढिया नावेल हउए ?
[Screaming],(चीखिके)
Civilized. Strategic.,"सभ्भ, जुद्ध।"
Lots of peace and quiet.,बहुत सारी शांति अउर चुप्पी
Adherents of any faith are free to visit the temple and pray or meditate.,कइसनो चीन में विश्वास करे वाला के छूट ह कि उ मंदिर में जाके प्राथना या साधना कर सकेला ।
I only shouted in fun.,हम खाली मजे में चिल्लात रहलीं।
Can I select one boy for Marry?,का हम शादी खातिर एगो लड़का चुन सकेलीं?
Which is the famous petroleum pipeline of USA ?,अमरीका के सबसे प्रसिद्ध पाईपलाईन कउन स ह् ?
"All that we love, we will destroy.",हम पिआर करत हईं कि सभे....हम नास कइ देइब।
I have lived in this house for ten years.,हम इ घर में दस साल से रहत हईं।
Mohan kept silent initially.,मोहन शुरूआत में शांत रहलस ।
Ten students are under Ram.,राम के नीचे दस गो लइका हवें।
I have only one rupee.,हमरे लगे केवल एक रुपया हऽ।
Forget that there are places in the world that aren't made out of stone.,"भुला जा ओके, कुछ.... जगह हईं।"
The entire shop is in front of you.,कुल दुकान तोहरे सामने ब।
After the vote was taken the meeting broke up.,वोट लेह ल क बाद मीटिंग खत्म हो गइल।
Where is he now ?,अब उ कहां बाडन?
How many industries are you about to build?,तु केतना उधोग बनवले के बारे मे जानत हउअ ?
They can't get that from you.,ऊ तुहसे ई ना ले सकतँ।
"Eau de wolf, comin' up. - Run.",बुल्फ तइयार
The heat and humidity are supposed to climb.,गरमी अउर उमस बढ़े वाली हव।
I was bringing the guy coffee.,हम अकेलवँ काफी ले आवत रहलीं।
No medical help was available on the premises,परिसर के अंदर कवनों चिकित्सा के सुविधा ना उपलब्ध रहे।
Mary's sister promised Miss marple to behave herself.,मैरी क बहिन ठीक से रहे खातिर मिस मर्पल से वादा कइले हऽ।
I will not go alone.,हम अकेले नाई जाइब।
Orders from the house. Orders from the house.,घरे से अदेस।
"No. He will have a headache, and probably get a scar, but he will be alright.",ना ओकरे सिर में दरद होई अउर शायद एक निशान लेकिन उ ठीक हो जाई
Whose is this book?,ई केकर किताब है?
Koel was worried.,कोईल चिन्तित रहे ।
Tell me how old you are.,हमके बतावा तोहार उमर का हऽ।
Will you meet me tomorrow?,का तु हमसे बिहान मिलब ?
It's in the blood.,ये खून में हव।
We are not walking in the mountains.,हमहन क पहडे प ना घुमत गई जा ।
I am sad because my dog is ill.,हमार कुकुरा बीमार बा ऐसे हम दुखी हईं।
"Everyone says whatever you ask for from `` Dipasatti `` gets fulfilled, Why don ` t you make a wish.",सब लोग कहेला को दीपासत्ती से मागल मनौती हमेशा पुरा हो जाले तुहउ कुछउ मांग ल ना ।
[Fire Bell],(आग बेल)
All depends on Karim passing the exam.,सब के करीम के पास इंतहान पर निर्भर बा।
